geo,time,c_demox_eiu
pak,2016,-0.7
pak,2017,-0.7
pak,2018,-0.9
pan,2007,0
pan,2008,0
pan,2009,-1
pan,2010,-1
pan,2011,-0.7
pan,2012,0
pan,2013,0
pan,2014,0
pan,2015,1.1
pan,2016,-0.6
pan,2017,-0.5
pan,2018,-0.3
per,2007,1
per,2008,1
per,2009,0.45
per,2010,0.45
per,2011,1.9
per,2012,-1.2
per,2013,0.7
per,2014,0
per,2015,0.4
per,2016,0.7
per,2017,-1.6
per,2018,1.1
phl,2007,-1.8
phl,2008,-1.8
phl,2009,0
phl,2010,0
phl,2011,0
phl,2012,1.8
phl,2013,1.1
phl,2014,3.6
phl,2015,0.7
phl,2016,1
phl,2017,-2.3
phl,2018,0
png,2007,0
png,2008,0
png,2009,0
png,2010,0
png,2011,-2.2
png,2012,0
png,2013,0.4
png,2014,-3.3
png,2015,0
png,2016,0
png,2017,0
png,2018,0
pol,2007,0
pol,2008,0
pol,2009,-1.25
pol,2010,-1.25
pol,2011,0.7
pol,2012,0
pol,2013,0
pol,2014,3.5
pol,2015,-3.8
pol,2016,-2.6
pol,2017,-1.6
pol,2018,0
prk,2007,-0.85
prk,2008,-0.85
prk,2009,1.1
prk,2010,1.1
prk,2011,0
prk,2012,0
prk,2013,0
prk,2014,0
prk,2015,0
prk,2016,0
prk,2017,0
prk,2018,0
prt,2007,-0.55
prt,2008,-0.55
prt,2009,-0.15
prt,2010,-0.15
prt,2011,-2.1
prt,2012,1.1
prt,2013,-2.7
prt,2014,1.4
prt,2015,0
prt,2016,0.7
prt,2017,-0.2
prt,2018,0
pry,2007,1.2
pry,2008,1.2
pry,2009,0
pry,2010,0
pry,2011,0
pry,2012,-1.4
pry,2013,0
pry,2014,0
pry,2015,0.7
pry,2016,-0.6
pry,2017,0.4
pry,2018,-0.7
pse,2007,-0.9
pse,2008,-0.9
pse,2009,-1.95
pse,2010,-1.95
pse,2011,-4.7
pse,2012,-1.7
pse,2013,0
pse,2014,-0.8
pse,2015,-1.5
pse,2016,-0.8
pse,2017,-0.3
pse,2018,-0.7
qat,2007,0.7
qat,2008,0.7
qat,2009,0.85
qat,2010,0.85
qat,2011,0.9
qat,2012,0
qat,2013,0
qat,2014,0
qat,2015,0
qat,2016,0
qat,2017,0.1
qat,2018,0
rou,2007,0
rou,2008,0
rou,2009,-2.3
rou,2010,-2.3
rou,2011,-0.6
rou,2012,0
rou,2013,0
rou,2014,1.4
rou,2015,0
rou,2016,-0.6
rou,2017,-1.8
rou,2018,-0.6
rus,2007,-2.7
rus,2008,-2.7
rus,2009,-1.1
rus,2010,-1.1
rus,2011,-3.4
rus,2012,-1.8
rus,2013,-1.5
rus,2014,-2
rus,2015,-0.8
rus,2016,-0.7
rus,2017,-0.7
rus,2018,-2.3
rwa,2007,-0.55
rwa,2008,-0.55
rwa,2009,-2.3
rwa,2010,-2.3
rwa,2011,0
rwa,2012,1.1
rwa,2013,0.2
rwa,2014,-1.3
rwa,2015,-1.8
rwa,2016,0
rwa,2017,1.2
rwa,2018,1.6
sau,2007,-0.1
sau,2008,-0.1
sau,2009,-0.3
sau,2010,-0.3
sau,2011,-0.7
sau,2012,-0.6
sau,2013,1.1
sau,2014,0
sau,2015,1.1
sau,2016,0
sau,2017,0
sau,2018,0
sdn,2007,-0.45
sdn,2008,-0.45
sdn,2009,-1.95
sdn,2010,-1.95
sdn,2011,-0.4
sdn,2012,0
sdn,2013,1.6
sdn,2014,0
sdn,2015,-1.7
sdn,2016,0
sdn,2017,-2.2
sdn,2018,0
sen,2007,0
sen,2008,0
sen,2009,-0.5
sen,2010,-0.5
sen,2011,2.4
sen,2012,5.8
sen,2013,0.6
sen,2014,0
sen,2015,-0.7
sen,2016,1.3
sen,2017,-0.6
sen,2018,0
sgp,2007,0
sgp,2008,0
sgp,2009,0
sgp,2010,0
sgp,2011,0
sgp,2012,-0.1
sgp,2013,0.4
sgp,2014,1.1
sgp,2015,1.1
sgp,2016,2.4
sgp,2017,-0.6
sgp,2018,0.6
sle,2007,2.7
sle,2008,2.7
sle,2009,2
sle,2010,2
sle,2011,0
sle,2012,2
sle,2013,-0.7
sle,2014,-0.8
sle,2015,-0.1
sle,2016,0
sle,2017,1.1
sle,2018,0
slv,2007,0.9
slv,2008,0.9
slv,2009,0.35
slv,2010,0.35
slv,2011,0
slv,2012,0
slv,2013,0.6
slv,2014,0
slv,2015,1.1
slv,2016,0
slv,2017,-2.1
slv,2018,-4.7
srb,2007,-0.65
srb,2008,-0.65
srb,2009,-0.8
srb,2010,-0.8
srb,2011,0
srb,2012,0
srb,2013,3.4
srb,2014,0.4
srb,2015,0
srb,2016,-1.4
srb,2017,-1.6
srb,2018,0
sur,2007,0.3
sur,2008,0.3
sur,2009,0.35
sur,2010,0.35
sur,2011,0
sur,2012,0
sur,2013,1.2
sur,2014,0
sur,2015,0
sur,2016,0
sur,2017,-0.1
sur,2018,2.2
svk,2007,-0.35
svk,2008,-0.35
svk,2009,0.1
svk,2010,0.1
svk,2011,0
svk,2012,0
svk,2013,0
svk,2014,0
svk,2015,-0.6
svk,2016,0
svk,2017,-1.3
svk,2018,-0.6
svn,2007,0
svn,2008,0
svn,2009,-1.35
svn,2010,-1.35
svn,2011,0.7
svn,2012,1.2
svn,2013,0
svn,2014,-3.1
svn,2015,0
svn,2016,-0.6
svn,2017,-0.1
svn,2018,0
swe,2007,0
swe,2008,0
swe,2009,-1.9
swe,2010,-1.9
swe,2011,0
swe,2012,2.3
swe,2013,0
swe,2014,0
swe,2015,-2.8
swe,2016,-0.6
swe,2017,0
swe,2018,0
swz,2007,0.55
swz,2008,0.55
swz,2009,-0.7
swz,2010,-0.7
swz,2011,3.6
swz,2012,-0.6
swz,2013,0
swz,2014,-1.1
swz,2015,0
swz,2016,-0.6
swz,2017,0
swz,2018,0
syr,2007,-0.9
syr,2008,-0.9
syr,2009,0.65
syr,2010,0.65
syr,2011,-3.2
syr,2012,-3.6
syr,2013,2.3
syr,2014,-1.2
syr,2015,-3.1
syr,2016,0
syr,2017,0
syr,2018,0
tcd,2007,-0.65
tcd,2008,-0.65
tcd,2009,0
tcd,2010,0
tcd,2011,1
tcd,2012,0
tcd,2013,-1.2
tcd,2014,0
tcd,2015,0
tcd,2016,0
tcd,2017,0
tcd,2018,1.1
tgo,2007,3.4
tgo,2008,3.4
tgo,2009,5.1
tgo,2010,5.1
tgo,2011,0
tgo,2012,0
tgo,2013,0
tgo,2014,0
tgo,2015,-0.4
tgo,2016,-0.9
tgo,2017,-2.7
tgo,2018,0.5
tha,2007,5.7
tha,2008,5.7
tha,2009,-1.3
tha,2010,-1.3
tha,2011,0
tha,2012,0
tha,2013,-3
tha,2014,-8.6
tha,2015,-3
tha,2016,-1.7
tha,2017,-2.9
tha,2018,0
tjk,2007,0
tjk,2008,0
tjk,2009,0.3
tjk,2010,0.3
tjk,2011,0
tjk,2012,0
tjk,2013,0
tjk,2014,-1.4
tjk,2015,-4.2
tjk,2016,-0.6
tjk,2017,0.4
tjk,2018,0
tkm,2007,-0.55
tkm,2008,-0.55
tkm,2009,0
tkm,2010,0
tkm,2011,0
tkm,2012,0
tkm,2013,0
tkm,2014,1.1
tkm,2015,0
tkm,2016,0
tkm,2017,-1.1
tkm,2018,0
tls,2007,4.05
tls,2008,4.05
tls,2009,0
tls,2010,0
tls,2011,0
tls,2012,-0.6
tls,2013,0.8
tls,2014,0
tls,2015,0
tls,2016,0
tls,2017,-0.5
tls,2018,0
tto,2007,0.15
tto,2008,0.15
tto,2009,-0.25
tto,2010,-0.25
tto,2011,0
tto,2012,-1.7
tto,2013,0
tto,2014,0
tto,2015,1.1
tto,2016,0
tto,2017,-0.6
tto,2018,1.2
tun,2007,-0.5
tun,2008,-0.5
tun,2009,-0.85
tun,2010,-0.85
tun,2011,27.4
tun,2012,1.4
tun,2013,0.9
tun,2014,5.5
tun,2015,4.1
tun,2016,-3.2
tun,2017,-0.8
tun,2018,0.9
tur,2007,-0.05
tur,2008,-0.05
tur,2009,0.2
tur,2010,0.2
tur,2011,0
tur,2012,0.3
tur,2013,-1.3
tur,2014,-5.1
tur,2015,0
tur,2016,-0.8
tur,2017,-1.6
tur,2018,-5.1
twn,2007,0
twn,2008,0
twn,2009,-1.5
twn,2010,-1.5
twn,2011,-0.6
twn,2012,1.1
twn,2013,0
twn,2014,0.8
twn,2015,1.8
twn,2016,-0.4
twn,2017,-0.6
twn,2018,0
tza,2007,0.5
tza,2008,0.5
tza,2009,1.8
tza,2010,1.8
tza,2011,0
tza,2012,2.4
tza,2013,-1.1
tza,2014,0
tza,2015,-1.9
tza,2016,1.8
tza,2017,-2.9
tza,2018,-0.6
uga,2007,-0.55
uga,2008,-0.55
uga,2009,0.1
uga,2010,0.1
uga,2011,0.8
uga,2012,0.3
uga,2013,0.6
uga,2014,0
uga,2015,0
uga,2016,0.4
uga,2017,-1.7
uga,2018,1.1
ukr,2007,0
ukr,2008,0
ukr,2009,-3.2
ukr,2010,-3.2
ukr,2011,-3.6
ukr,2012,-0.3
ukr,2013,-0.7
ukr,2014,-4.2
ukr,2015,2.8
ukr,2016,0
ukr,2017,-0.1
ukr,2018,0
ury,2007,0.6
ury,2008,0.6
ury,2009,0.1
ury,2010,0.1
ury,2011,0.7
ury,2012,0
ury,2013,0
ury,2014,0
ury,2015,0
ury,2016,0
ury,2017,-0.5
ury,2018,2.6
usa,2007,0
usa,2008,0
usa,2009,-0.2
usa,2010,-0.2
usa,2011,-0.7
usa,2012,0
usa,2013,0
usa,2014,0
usa,2015,-0.6
usa,2016,-0.7
usa,2017,0
usa,2018,-0.2
uzb,2007,-0.55
uzb,2008,-0.55
uzb,2009,0
uzb,2010,0
uzb,2011,0
uzb,2012,-0.2
uzb,2013,0
uzb,2014,7.3
uzb,2015,-5
uzb,2016,0
uzb,2017,0
uzb,2018,0.6
ven,2007,-0.4
ven,2008,-0.4
ven,2009,-0.8
ven,2010,-0.8
ven,2011,-1
ven,2012,0.7
ven,2013,-0.8
ven,2014,0
ven,2015,-0.7
ven,2016,-3.2
ven,2017,-8.1
ven,2018,-7.1
vnm,2007,-1.1
vnm,2008,-1.1
vnm,2009,2.05
vnm,2010,2.05
vnm,2011,0.2
vnm,2012,-0.7
vnm,2013,4
vnm,2014,1.2
vnm,2015,1.2
vnm,2016,-1.5
vnm,2017,-3
vnm,2018,0
yem,2007,-0.15
yem,2008,-0.15
yem,2009,-1.55
yem,2010,-1.55
yem,2011,-0.7
yem,2012,5.5
yem,2013,-3.3
yem,2014,0
yem,2015,-5.5
yem,2016,-1.7
yem,2017,0
yem,2018,-1.2
zaf,2007,0
zaf,2008,0
zaf,2009,-0.6
zaf,2010,-0.6
zaf,2011,0
zaf,2012,0
zaf,2013,1.1
zaf,2014,-0.8
zaf,2015,-2.6
zaf,2016,-1.5
zaf,2017,-1.7
zaf,2018,0
zmb,2007,0
zmb,2008,0
zmb,2009,2.15
zmb,2010,2.15
zmb,2011,5.1
zmb,2012,0.7
zmb,2013,0
zmb,2014,1.3
zmb,2015,-1.1
zmb,2016,-2.9
zmb,2017,-3.1
zmb,2018,-0.7
zwe,2007,-0.45
zwe,2008,-0.45
zwe,2009,0.55
zwe,2010,0.55
zwe,2011,0.4
zwe,2012,-0.1
zwe,2013,0
zwe,2014,1.1
zwe,2015,2.7
zwe,2016,0
zwe,2017,1.1
zwe,2018,0
