newborn_deaths,geo,time
3464,cog,2008
3377,cog,2009
3282,cog,2010
3209,cog,2011
3119,cog,2012
3063,cog,2013
3011,cog,2014
2948,cog,2015
7,cok,1990
7,cok,1991
7,cok,1992
6,cok,1993
6,cok,1994
5,cok,1995
5,cok,1996
5,cok,1997
4,cok,1998
4,cok,1999
4,cok,2000
3,cok,2001
3,cok,2002
3,cok,2003
3,cok,2004
2,cok,2005
2,cok,2006
2,cok,2007
2,cok,2008
2,cok,2009
2,cok,2010
2,cok,2011
2,cok,2012
2,cok,2013
2,cok,2014
2,cok,2015
27132,col,1963
27697,col,1964
27933,col,1965
27953,col,1966
27851,col,1967
27645,col,1968
27096,col,1969
26274,col,1970
25086,col,1971
23686,col,1972
22247,col,1973
21167,col,1974
20484,col,1975
20465,col,1976
20775,col,1977
21298,col,1978
21537,col,1979
21465,col,1980
20877,col,1981
20002,col,1982
19135,col,1983
18231,col,1984
17576,col,1985
17008,col,1986
16572,col,1987
16268,col,1988
16003,col,1989
15766,col,1990
15589,col,1991
15356,col,1992
15109,col,1993
14699,col,1994
14276,col,1995
13627,col,1996
12894,col,1997
12152,col,1998
11571,col,1999
11036,col,2000
10742,col,2001
10548,col,2002
10386,col,2003
10255,col,2004
10016,col,2005
9644,col,2006
9105,col,2007
8614,col,2008
8146,col,2009
7667,col,2010
7346,col,2011
7076,col,2012
6837,col,2013
6603,col,2014
6356,col,2015
850,com,1973
873,com,1974
905,com,1975
939,com,1976
978,com,1977
1017,com,1978
1042,com,1979
1055,com,1980
1062,com,1981
1056,com,1982
1047,com,1983
1032,com,1984
1011,com,1985
982,com,1986
951,com,1987
922,com,1988
894,com,1989
864,com,1990
840,com,1991
819,com,1992
808,com,1993
802,com,1994
802,com,1995
810,com,1996
817,com,1997
829,com,1998
840,com,1999
849,com,2000
864,com,2001
874,com,2002
881,com,2003
887,com,2004
898,com,2005
903,com,2006
909,com,2007
909,com,2008
910,com,2009
914,com,2010
912,com,2011
910,com,2012
907,com,2013
898,com,2014
889,com,2015
283,cpv,1975
274,cpv,1976
266,cpv,1977
263,cpv,1978
263,cpv,1979
267,cpv,1980
273,cpv,1981
283,cpv,1982
293,cpv,1983
301,cpv,1984
309,cpv,1985
312,cpv,1986
311,cpv,1987
308,cpv,1988
306,cpv,1989
305,cpv,1990
300,cpv,1991
294,cpv,1992
288,cpv,1993
284,cpv,1994
277,cpv,1995
271,cpv,1996
263,cpv,1997
250,cpv,1998
235,cpv,1999
218,cpv,2000
196,cpv,2001
177,cpv,2002
164,cpv,2003
156,cpv,2004
152,cpv,2005
152,cpv,2006
154,cpv,2007
158,cpv,2008
160,cpv,2009
159,cpv,2010
156,cpv,2011
150,cpv,2012
143,cpv,2013
138,cpv,2014
133,cpv,2015
1367,cri,1968
1332,cri,1969
1294,cri,1970
1221,cri,1971
1129,cri,1972
1048,cri,1973
996,cri,1974
971,cri,1975
962,cri,1976
948,cri,1977
878,cri,1978
846,cri,1979
832,cri,1980
838,cri,1981
850,cri,1982
870,cri,1983
873,cri,1984
862,cri,1985
832,cri,1986
794,cri,1987
756,cri,1988
740,cri,1989
729,cri,1990
722,cri,1991
721,cri,1992
719,cri,1993
708,cri,1994
697,cri,1995
687,cri,1996
678,cri,1997
659,cri,1998
637,cri,1999
603,cri,2000
566,cri,2001
533,cri,2002
508,cri,2003
488,cri,2004
483,cri,2005
481,cri,2006
486,cri,2007
494,cri,2008
498,cri,2009
503,cri,2010
491,cri,2011
480,cri,2012
458,cri,2013
437,cri,2014
421,cri,2015
6477,cub,1968
5637,cub,1969
4984,cub,1970
4659,cub,1971
4487,cub,1972
4376,cub,1973
4226,cub,1974
3934,cub,1975
3422,cub,1976
2804,cub,1977
2225,cub,1978
1810,cub,1979
1581,cub,1980
1534,cub,1981
1589,cub,1982
1706,cub,1983
1821,cub,1984
1881,cub,1985
1852,cub,1986
1754,cub,1987
1618,cub,1988
1439,cub,1989
1270,cub,1990
1149,cub,1991
1035,cub,1992
923,cub,1993
845,cub,1994
766,cub,1995
709,cub,1996
660,cub,1997
632,cub,1998
640,cub,1999
650,cub,2000
627,cub,2001
593,cub,2002
538,cub,2003
485,cub,2004
440,cub,2005
402,cub,2006
381,cub,2007
351,cub,2008
336,cub,2009
322,cub,2010
309,cub,2011
297,cub,2012
285,cub,2013
284,cub,2014
270,cub,2015
78,cyp,1990
77,cyp,1991
76,cyp,1992
74,cyp,1993
71,cyp,1994
66,cyp,1995
60,cyp,1996
56,cyp,1997
50,cyp,1998
45,cyp,1999
40,cyp,2000
36,cyp,2001
33,cyp,2002
30,cyp,2003
29,cyp,2004
28,cyp,2005
28,cyp,2006
27,cyp,2007
27,cyp,2008
26,cyp,2009
25,cyp,2010
24,cyp,2011
23,cyp,2012
21,cyp,2013
20,cyp,2014
19,cyp,2015
2038,cze,1982
1744,cze,1983
1511,cze,1984
1386,cze,1985
1358,cze,1986
1402,cze,1987
1483,cze,1988
1547,cze,1989
1533,cze,1990
1430,cze,1991
1256,cze,1992
1063,cze,1993
874,cze,1994
706,cze,1995
568,cze,1996
453,cze,1997
359,cze,1998
303,cze,1999
276,cze,2000
275,cze,2001
288,cze,2002
316,cze,2003
341,cze,2004
347,cze,2005
352,cze,2006
339,cze,2007
332,cze,2008
306,cze,2009
288,cze,2010
266,cze,2011
229,cze,2012
204,cze,2013
183,cze,2014
168,cze,2015
17516,deu,1969
16027,deu,1970
14414,deu,1971
12329,deu,1972
10055,deu,1973
8152,deu,1974
6957,deu,1975
6366,deu,1976
6052,deu,1977
5793,deu,1978
5428,deu,1979
5067,deu,1980
4664,deu,1981
4231,deu,1982
3833,deu,1983
3451,deu,1984
3125,deu,1985
2847,deu,1986
2771,deu,1987
2707,deu,1988
2801,deu,1989
2865,deu,1990
2876,deu,1991
2773,deu,1992
2510,deu,1993
2356,deu,1994
2250,deu,1995
2213,deu,1996
2213,deu,1997
2299,deu,1998
2280,deu,1999
2292,deu,2000
2166,deu,2001
2078,deu,2002
1966,deu,2003
1792,deu,2004
1718,deu,2005
1681,deu,2006
1606,deu,2007
1550,deu,2008
1568,deu,2009
1519,deu,2010
1532,deu,2011
1546,deu,2012
1493,deu,2013
1506,deu,2014
1449,deu,2015
977,dji,1979
985,dji,1980
965,dji,1981
894,dji,1982
817,dji,1983
778,dji,1984
806,dji,1985
895,dji,1986
1043,dji,1987
1199,dji,1988
1321,dji,1989
1368,dji,1990
1367,dji,1991
1307,dji,1992
1206,dji,1993
1101,dji,1994
1024,dji,1995
981,dji,1996
961,dji,1997
955,dji,1998
961,dji,1999
961,dji,2000
959,dji,2001
955,dji,2002
946,dji,2003
936,dji,2004
922,dji,2005
899,dji,2006
871,dji,2007
843,dji,2008
816,dji,2009
795,dji,2010
782,dji,2011
772,dji,2012
766,dji,2013
752,dji,2014
737,dji,2015
52,dma,1969
52,dma,1970
48,dma,1971
41,dma,1972
34,dma,1973
27,dma,1974
23,dma,1975
22,dma,1976
21,dma,1977
22,dma,1978
23,dma,1979
23,dma,1980
22,dma,1981
20,dma,1982
19,dma,1983
17,dma,1984
15,dma,1985
14,dma,1986
12,dma,1987
11,dma,1988
11,dma,1989
11,dma,1990
13,dma,1991
15,dma,1992
17,dma,1993
19,dma,1994
20,dma,1995
20,dma,1996
18,dma,1997
16,dma,1998
13,dma,1999
12,dma,2000
10,dma,2001
10,dma,2002
10,dma,2003
10,dma,2004
11,dma,2005
11,dma,2006
12,dma,2007
13,dma,2008
14,dma,2009
15,dma,2010
16,dma,2011
16,dma,2012
17,dma,2013
17,dma,2014
17,dma,2015
1301,dnk,1960
1311,dnk,1961
1293,dnk,1962
1255,dnk,1963
1208,dnk,1964
1148,dnk,1965
1092,dnk,1966
1022,dnk,1967
952,dnk,1968
885,dnk,1969
822,dnk,1970
759,dnk,1971
700,dnk,1972
643,dnk,1973
584,dnk,1974
530,dnk,1975
468,dnk,1976
420,dnk,1977
372,dnk,1978
332,dnk,1979
306,dnk,1980
281,dnk,1981
258,dnk,1982
243,dnk,1983
238,dnk,1984
240,dnk,1985
250,dnk,1986
265,dnk,1987
278,dnk,1988
284,dnk,1989
292,dnk,1990
287,dnk,1991
287,dnk,1992
282,dnk,1993
276,dnk,1994
267,dnk,1995
263,dnk,1996
250,dnk,1997
243,dnk,1998
231,dnk,1999
221,dnk,2000
213,dnk,2001
207,dnk,2002
203,dnk,2003
199,dnk,2004
201,dnk,2005
198,dnk,2006
194,dnk,2007
196,dnk,2008
189,dnk,2009
186,dnk,2010
172,dnk,2011
162,dnk,2012
145,dnk,2013
137,dnk,2014
129,dnk,2015
10135,dom,1952
10509,dom,1953
10844,dom,1954
11091,dom,1955
11189,dom,1956
11218,dom,1957
11144,dom,1958
10984,dom,1959
10725,dom,1960
10404,dom,1961
10069,dom,1962
9780,dom,1963
9565,dom,1964
9405,dom,1965
9220,dom,1966
9013,dom,1967
8791,dom,1968
8618,dom,1969
8498,dom,1970
8359,dom,1971
8221,dom,1972
8081,dom,1973
7916,dom,1974
7740,dom,1975
7533,dom,1976
7298,dom,1977
7027,dom,1978
6770,dom,1979
6511,dom,1980
6340,dom,1981
6199,dom,1982
6094,dom,1983
5966,dom,1984
5823,dom,1985
5662,dom,1986
5473,dom,1987
5293,dom,1988
5164,dom,1989
5074,dom,1990
5038,dom,1991
5041,dom,1992
5067,dom,1993
5115,dom,1994
5127,dom,1995
5116,dom,1996
5092,dom,1997
5034,dom,1998
4978,dom,1999
4968,dom,2000
5003,dom,2001
5082,dom,2002
5178,dom,2003
5257,dom,2004
5341,dom,2005
5347,dom,2006
5337,dom,2007
5257,dom,2008
5178,dom,2009
5095,dom,2010
5040,dom,2011
4980,dom,2012
4905,dom,2013
4801,dom,2014
4706,dom,2015
45552,dza,1969
45487,dza,1970
45268,dza,1971
45248,dza,1972
45085,dza,1973
44767,dza,1974
44105,dza,1975
43210,dza,1976
42176,dza,1977
41179,dza,1978
39835,dza,1979
38219,dza,1980
35905,dza,1981
33165,dza,1982
30326,dza,1983
27392,dza,1984
24727,dza,1985
22500,dza,1986
20920,dza,1987
19725,dza,1988
18910,dza,1989
18382,dza,1990
17908,dza,1991
17560,dza,1992
17061,dza,1993
16525,dza,1994
15778,dza,1995
14883,dza,1996
13899,dza,1997
13001,dza,1998
12323,dza,1999
11908,dza,2000
11743,dza,2001
11769,dza,2002
11978,dza,2003
12342,dza,2004
12811,dza,2005
13301,dza,2006
13949,dza,2007
14482,dza,2008
15013,dza,2009
15299,dza,2010
15474,dza,2011
15456,dza,2012
15340,dza,2013
15138,dza,2014
14773,dza,2015
11870,ecu,1956
11582,ecu,1957
11233,ecu,1958
10985,ecu,1959
10901,ecu,1960
10969,ecu,1961
11180,ecu,1962
11474,ecu,1963
11749,ecu,1964
11896,ecu,1965
11911,ecu,1966
11874,ecu,1967
11792,ecu,1968
11723,ecu,1969
11578,ecu,1970
11385,ecu,1971
11171,ecu,1972
10937,ecu,1973
10686,ecu,1974
10424,ecu,1975
10086,ecu,1976
9770,ecu,1977
9507,ecu,1978
9250,ecu,1979
9028,ecu,1980
8837,ecu,1981
8651,ecu,1982
8467,ecu,1983
8282,ecu,1984
8122,ecu,1985
7951,ecu,1986
7806,ecu,1987
7677,ecu,1988
7557,ecu,1989
7378,ecu,1990
7165,ecu,1991
6929,ecu,1992
6713,ecu,1993
6497,ecu,1994
6262,ecu,1995
6081,ecu,1996
5940,ecu,1997
5796,ecu,1998
5636,ecu,1999
5451,ecu,2000
5242,ecu,2001
5014,ecu,2002
4817,ecu,2003
4640,ecu,2004
4496,ecu,2005
4420,ecu,2006
4369,ecu,2007
4325,ecu,2008
4268,ecu,2009
4181,ecu,2010
4062,ecu,2011
3920,ecu,2012
3765,ecu,2013
3644,ecu,2014
3530,ecu,2015
70623,egy,1957
74559,egy,1958
77545,egy,1959
79407,egy,1960
79070,egy,1961
77327,egy,1962
75144,egy,1963
73047,egy,1964
72106,egy,1965
72373,egy,1966
73529,egy,1967
75124,egy,1968
76832,egy,1969
77940,egy,1970
78275,egy,1971
77803,egy,1972
77231,egy,1973
76882,egy,1974
77264,egy,1975
78720,egy,1976
80878,egy,1977
83112,egy,1978
85145,egy,1979
86245,egy,1980
86042,egy,1981
84908,egy,1982
83032,egy,1983
80524,egy,1984
77711,egy,1985
75191,egy,1986
73095,egy,1987
70986,egy,1988
68181,egy,1989
64664,egy,1990
60135,egy,1991
55088,egy,1992
49941,egy,1993
45402,egy,1994
42060,egy,1995
40188,egy,1996
39077,egy,1997
38623,egy,1998
38336,egy,1999
38142,egy,2000
37842,egy,2001
37705,egy,2002
37629,egy,2003
37117,egy,2004
36696,egy,2005
35636,egy,2006
33888,egy,2007
32428,egy,2008
31520,egy,2009
31379,egy,2010
32414,egy,2011
33980,egy,2012
35645,egy,2013
36401,egy,2014
35818,egy,2015
4356,eri,1977
4388,eri,1978
4415,eri,1979
4428,eri,1980
4436,eri,1981
4476,eri,1982
4501,eri,1983
4555,eri,1984
4626,eri,1985
4701,eri,1986
4733,eri,1987
4688,eri,1988
4571,eri,1989
4381,eri,1990
4203,eri,1991
3985,eri,1992
3761,eri,1993
3561,eri,1994
3423,eri,1995
3271,eri,1996
3185,eri,1997
3155,eri,1998
3180,eri,1999
3262,eri,2000
3344,eri,2001
3467,eri,2002
3592,eri,2003
3675,eri,2004
3693,eri,2005
3724,eri,2006
3680,eri,2007
3617,eri,2008
3548,eri,2009
3451,eri,2010
3357,eri,2011
3271,eri,2012
3186,eri,2013
3112,eri,2014
3056,eri,2015
21127,esp,1960
20839,esp,1961
20574,esp,1962
20076,esp,1963
19498,esp,1964
18891,esp,1965
18563,esp,1966
18247,esp,1967
17884,esp,1968
17074,esp,1969
16123,esp,1970
15225,esp,1971
14479,esp,1972
13973,esp,1973
13517,esp,1974
12879,esp,1975
11840,esp,1976
10724,esp,1977
9745,esp,1978
8902,esp,1979
8010,esp,1980
7076,esp,1981
6131,esp,1982
5243,esp,1983
4524,esp,1984
3952,esp,1985
3576,esp,1986
3342,esp,1987
3248,esp,1988
3119,esp,1989
3010,esp,1990
2825,esp,1991
2670,esp,1992
2466,esp,1993
2260,esp,1994
2060,esp,1995
1895,esp,1996
1733,esp,1997
1587,esp,1998
1506,esp,1999
1496,esp,2000
1550,esp,2001
1594,esp,2002
1649,esp,2003
1695,esp,2004
1671,esp,2005
1675,esp,2006
1610,esp,2007
1571,esp,2008
1557,esp,2009
1465,esp,2010
1410,esp,2011
1327,esp,2012
1194,esp,2013
1081,esp,2014
1039,esp,2015
382,est,1988
361,est,1989
331,est,1990
294,est,1991
244,est,1992
192,est,1993
148,est,1994
116,est,1995
95,est,1996
84,est,1997
80,est,1998
78,est,1999
77,est,2000
74,est,2001
73,est,2002
69,est,2003
66,est,2004
62,est,2005
59,est,2006
56,est,2007
52,est,2008
47,est,2009
41,est,2010
36,est,2011
29,est,2012
24,est,2013
21,est,2014
18,est,2015
105385,eth,1977
106962,eth,1978
109065,eth,1979
112280,eth,1980
114342,eth,1981
116982,eth,1982
119664,eth,1983
122451,eth,1984
124989,eth,1985
127029,eth,1986
128731,eth,1987
130720,eth,1988
132625,eth,1989
134945,eth,1990
136483,eth,1991
137628,eth,1992
138092,eth,1993
138576,eth,1994
139030,eth,1995
139713,eth,1996
140582,eth,1997
141295,eth,1998
142026,eth,1999
141366,eth,2000
138779,eth,2001
135084,eth,2002
130274,eth,2003
124779,eth,2004
119208,eth,2005
113488,eth,2006
108592,eth,2007
103658,eth,2008
99556,eth,2009
96265,eth,2010
93980,eth,2011
92167,eth,2012
90094,eth,2013
88851,eth,2014
87414,eth,2015
1409,fin,1960
1382,fin,1961
1323,fin,1962
1232,fin,1963
1135,fin,1964
1043,fin,1965
958,fin,1966
876,fin,1967
806,fin,1968
746,fin,1969
683,fin,1970
626,fin,1971
561,fin,1972
511,fin,1973
467,fin,1974
436,fin,1975
419,fin,1976
415,fin,1977
410,fin,1978
396,fin,1979
370,fin,1980
346,fin,1981
315,fin,1982
295,fin,1983
274,fin,1984
258,fin,1985
252,fin,1986
242,fin,1987
235,fin,1988
237,fin,1989
236,fin,1990
231,fin,1991
234,fin,1992
230,fin,1993
222,fin,1994
214,fin,1995
194,fin,1996
176,fin,1997
158,fin,1998
141,fin,1999
130,fin,2000
124,fin,2001
121,fin,2002
121,fin,2003
126,fin,2004
124,fin,2005
121,fin,2006
123,fin,2007
118,fin,2008
112,fin,2009
106,fin,2010
99,fin,2011
91,fin,2012
83,fin,2013
76,fin,2014
75,fin,2015
344,fji,1990
335,fji,1991
330,fji,1992
329,fji,1993
327,fji,1994
322,fji,1995
315,fji,1996
303,fji,1997
291,fji,1998
281,fji,1999
271,fji,2000
264,fji,2001
259,fji,2002
253,fji,2003
248,fji,2004
242,fji,2005
228,fji,2006
214,fji,2007
207,fji,2008
201,fji,2009
197,fji,2010
194,fji,2011
188,fji,2012
179,fji,2013
171,fji,2014
164,fji,2015
15813,fra,1960
15370,fra,1961
15071,fra,1962
14726,fra,1963
14338,fra,1964
13974,fra,1965
13415,fra,1966
12603,fra,1967
11792,fra,1968
10900,fra,1969
10136,fra,1970
9767,fra,1971
9504,fra,1972
9250,fra,1973
8549,fra,1974
7439,fra,1975
6367,fra,1976
5476,fra,1977
4766,fra,1978
4185,fra,1979
3780,fra,1980
3616,fra,1981
3771,fra,1982
3892,fra,1983
3954,fra,1984
3901,fra,1985
3628,fra,1986
3442,fra,1987
3132,fra,1988
2837,fra,1989
2589,fra,1990
2395,fra,1991
2235,fra,1992
2168,fra,1993
2183,fra,1994
2202,fra,1995
2230,fra,1996
2191,fra,1997
2152,fra,1998
2111,fra,1999
2140,fra,2000
2083,fra,2001
2097,fra,2002
2029,fra,2003
1957,fra,2004
1882,fra,2005
1807,fra,2006
1807,fra,2007
1806,fra,2008
1805,fra,2009
1803,fra,2010
1726,fra,2011
1728,fra,2012
1807,fra,2013
1807,fra,2014
1726,fra,2015
81,fsm,1990
81,fsm,1991
84,fsm,1992
88,fsm,1993
90,fsm,1994
92,fsm,1995
93,fsm,1996
93,fsm,1997
91,fsm,1998
88,fsm,1999
84,fsm,2000
80,fsm,2001
76,fsm,2002
71,fsm,2003
67,fsm,2004
63,fsm,2005
60,fsm,2006
58,fsm,2007
55,fsm,2008
54,fsm,2009
52,fsm,2010
51,fsm,2011
49,fsm,2012
48,fsm,2013
47,fsm,2014
46,fsm,2015
947,gab,1982
963,gab,1983
979,gab,1984
998,gab,1985
1017,gab,1986
1038,gab,1987
1056,gab,1988
1075,gab,1989
1097,gab,1990
1113,gab,1991
1125,gab,1992
1135,gab,1993
1145,gab,1994
1151,gab,1995
1161,gab,1996
1171,gab,1997
1181,gab,1998
1192,gab,1999
1197,gab,2000
1199,gab,2001
1193,gab,2002
1181,gab,2003
1180,gab,2004
1186,gab,2005
1194,gab,2006
1207,gab,2007
1222,gab,2008
1228,gab,2009
1235,gab,2010
1233,gab,2011
1228,gab,2012
1223,gab,2013
1218,gab,2014
1195,gab,2015
15650,gbr,1960
15974,gbr,1961
15959,gbr,1962
15448,gbr,1963
14850,gbr,1964
14242,gbr,1965
13639,gbr,1966
12829,gbr,1967
11962,gbr,1968
11184,gbr,1969
10609,gbr,1970
9992,gbr,1971
9415,gbr,1972
8735,gbr,1973
8199,gbr,1974
7655,gbr,1975
7109,gbr,1976
6558,gbr,1977
5942,gbr,1978
5466,gbr,1979
5049,gbr,1980
4821,gbr,1981
4697,gbr,1982
4571,gbr,1983
4481,gbr,1984
4336,gbr,1985
4202,gbr,1986
3946,gbr,1987
3745,gbr,1988
3543,gbr,1989
3432,gbr,1990
3339,gbr,1991
3332,gbr,1992
3252,gbr,1993
3165,gbr,1994
3063,gbr,1995
2944,gbr,1996
2816,gbr,1997
2760,gbr,1998
2639,gbr,1999
2601,gbr,2000
2503,gbr,2001
2415,gbr,2002
2415,gbr,2003
2383,gbr,2004
2459,gbr,2005
2510,gbr,2006
2592,gbr,2007
2672,gbr,2008
2706,gbr,2009
2670,gbr,2010
2557,gbr,2011
2388,gbr,2012
2196,gbr,2013
1946,gbr,2014
1820,gbr,2015
2858,geo,1977
2692,geo,1978
2541,geo,1979
2444,geo,1980
2405,geo,1981
2408,geo,1982
2441,geo,1983
2469,geo,1984
2483,geo,1985
2483,geo,1986
2474,geo,1987
2450,geo,1988
2396,geo,1989
2310,geo,1990
2232,geo,1991
2116,geo,1992
1981,geo,1993
1828,geo,1994
1684,geo,1995
1538,geo,1996
1392,geo,1997
1254,geo,1998
1153,geo,1999
1074,geo,2000
1014,geo,2001
965,geo,2002
930,geo,2003
897,geo,2004
856,geo,2005
814,geo,2006
767,geo,2007
720,geo,2008
678,geo,2009
629,geo,2010
581,geo,2011
536,geo,2012
494,geo,2013
445,geo,2014
408,geo,2015
15326,gha,1956
16310,gha,1957
17346,gha,1958
18342,gha,1959
19214,gha,1960
19806,gha,1961
20271,gha,1962
20622,gha,1963
20905,gha,1964
21222,gha,1965
21626,gha,1966
22021,gha,1967
22431,gha,1968
22883,gha,1969
23341,gha,1970
23606,gha,1971
23849,gha,1972
23956,gha,1973
24006,gha,1974
23831,gha,1975
23584,gha,1976
23322,gha,1977
23072,gha,1978
23055,gha,1979
23253,gha,1980
23340,gha,1981
23627,gha,1982
23961,gha,1983
24207,gha,1984
24283,gha,1985
24321,gha,1986
24203,gha,1987
23966,gha,1988
23713,gha,1989
23529,gha,1990
23401,gha,1991
23411,gha,1992
23462,gha,1993
23507,gha,1994
23517,gha,1995
23373,gha,1996
23150,gha,1997
22993,gha,1998
22758,gha,1999
22698,gha,2000
22794,gha,2001
22974,gha,2002
23424,gha,2003
23839,gha,2004
24295,gha,2005
24642,gha,2006
24815,gha,2007
24950,gha,2008
25063,gha,2009
25203,gha,2010
25373,gha,2011
25617,gha,2012
25721,gha,2013
25709,gha,2014
25402,gha,2015
13308,gin,1976
13588,gin,1977
14032,gin,1978
14591,gin,1979
15261,gin,1980
15658,gin,1981
16083,gin,1982
16453,gin,1983
16659,gin,1984
16747,gin,1985
16518,gin,1986
16275,gin,1987
16165,gin,1988
16302,gin,1989
16752,gin,1990
17216,gin,1991
17918,gin,1992
18753,gin,1993
19458,gin,1994
19804,gin,1995
20122,gin,1996
19950,gin,1997
19313,gin,1998
18341,gin,1999
17419,gin,2000
16737,gin,2001
16290,gin,2002
16018,gin,2003
15780,gin,2004
15577,gin,2005
15150,gin,2006
14689,gin,2007
14418,gin,2008
14250,gin,2009
14261,gin,2010
14261,gin,2011
14280,gin,2012
14337,gin,2013
14270,gin,2014
14288,gin,2015
2097,gmb,1990
2136,gmb,1991
2145,gmb,1992
2159,gmb,1993
2179,gmb,1994
2188,gmb,1995
2194,gmb,1996
2212,gmb,1997
2225,gmb,1998
2241,gmb,1999
2260,gmb,2000
2253,gmb,2001
2274,gmb,2002
2291,gmb,2003
2315,gmb,2004
2314,gmb,2005
2307,gmb,2006
2312,gmb,2007
2330,gmb,2008
2351,gmb,2009
2374,gmb,2010
2411,gmb,2011
2443,gmb,2012
2464,gmb,2013
2477,gmb,2014
2471,gmb,2015
2998,gnb,1987
2970,gnb,1988
2950,gnb,1989
2949,gnb,1990
2960,gnb,1991
2999,gnb,1992
3041,gnb,1993
3059,gnb,1994
3062,gnb,1995
3035,gnb,1996
2992,gnb,1997
2941,gnb,1998
2895,gnb,1999
2848,gnb,2000
2821,gnb,2001
2810,gnb,2002
2799,gnb,2003
2818,gnb,2004
2825,gnb,2005
2826,gnb,2006
2804,gnb,2007
2782,gnb,2008
2752,gnb,2009
2719,gnb,2010
2686,gnb,2011
2651,gnb,2012
2626,gnb,2013
2608,gnb,2014
2586,gnb,2015
885,gnq,1990
877,gnq,1991
871,gnq,1992
862,gnq,1993
851,gnq,1994
852,gnq,1995
858,gnq,1996
866,gnq,1997
884,gnq,1998
905,gnq,1999
920,gnq,2000
921,gnq,2001
922,gnq,2002
922,gnq,2003
922,gnq,2004
920,gnq,2005
920,gnq,2006
923,gnq,2007
933,gnq,2008
943,gnq,2009
950,gnq,2010
952,gnq,2011
953,gnq,2012
950,gnq,2013
946,gnq,2014
944,gnq,2015
4955,grc,1960
4871,grc,1961
4676,grc,1962
4402,grc,1963
4216,grc,1964
4172,grc,1965
4358,grc,1966
4661,grc,1967
4981,grc,1968
5141,grc,1969
5066,grc,1970
4716,grc,1971
4227,grc,1972
3718,grc,1973
3305,grc,1974
3064,grc,1975
2980,grc,1976
3028,grc,1977
3099,grc,1978
3120,grc,1979
3035,grc,1980
2855,grc,1981
2623,grc,1982
2383,grc,1983
2135,grc,1984
1889,grc,1985
1657,grc,1986
1440,grc,1987
1246,grc,1988
1091,grc,1989
986,grc,1990
922,grc,1991
889,grc,1992
886,grc,1993
871,grc,1994
848,grc,1995
816,grc,1996
767,grc,1997
703,grc,1998
641,grc,1999
583,grc,2000
530,grc,2001
490,grc,2002
451,grc,2003
412,grc,2004
385,grc,2005
370,grc,2006
354,grc,2007
349,grc,2008
353,grc,2009
343,grc,2010
344,grc,2011
343,grc,2012
339,grc,2013
331,grc,2014
307,grc,2015
49,grd,1985
50,grd,1986
49,grd,1987
46,grd,1988
43,grd,1989
39,grd,1990
34,grd,1991
29,grd,1992
24,grd,1993
20,grd,1994
18,grd,1995
17,grd,1996
16,grd,1997
16,grd,1998
17,grd,1999
17,grd,2000
16,grd,2001
16,grd,2002
15,grd,2003
14,grd,2004
13,grd,2005
13,grd,2006
14,grd,2007
14,grd,2008
14,grd,2009
15,grd,2010
14,grd,2011
14,grd,2012
13,grd,2013
13,grd,2014
12,grd,2015
12079,gtm,1964
12233,gtm,1965
12272,gtm,1966
12230,gtm,1967
12151,gtm,1968
12141,gtm,1969
12131,gtm,1970
12157,gtm,1971
12196,gtm,1972
12224,gtm,1973
12186,gtm,1974
12139,gtm,1975
12059,gtm,1976
11973,gtm,1977
11921,gtm,1978
11856,gtm,1979
11782,gtm,1980
11700,gtm,1981
11646,gtm,1982
11522,gtm,1983
11358,gtm,1984
11137,gtm,1985
10794,gtm,1986
10455,gtm,1987
10045,gtm,1988
9740,gtm,1989
9516,gtm,1990
9430,gtm,1991
9460,gtm,1992
9550,gtm,1993
9556,gtm,1994
9505,gtm,1995
9330,gtm,1996
9123,gtm,1997
8872,gtm,1998
8570,gtm,1999
8362,gtm,2000
8124,gtm,2001
7898,gtm,2002
7755,gtm,2003
7557,gtm,2004
7337,gtm,2005
7168,gtm,2006
6943,gtm,2007
6760,gtm,2008
6601,gtm,2009
6476,gtm,2010
6353,gtm,2011
6255,gtm,2012
6162,gtm,2013
6049,gtm,2014
5946,gtm,2015
883,guy,1952
887,guy,1953
890,guy,1954
882,guy,1955
867,guy,1956
846,guy,1957
822,guy,1958
807,guy,1959
805,guy,1960
835,guy,1961
874,guy,1962
912,guy,1963
929,guy,1964
921,guy,1965
892,guy,1966
837,guy,1967
776,guy,1968
727,guy,1969
708,guy,1970
735,guy,1971
786,guy,1972
847,guy,1973
898,guy,1974
933,guy,1975
939,guy,1976
928,guy,1977
903,guy,1978
870,guy,1979
839,guy,1980
815,guy,1981
795,guy,1982
775,guy,1983
753,guy,1984
731,guy,1985
707,guy,1986
685,guy,1987
664,guy,1988
646,guy,1989
630,guy,1990
603,guy,1991
578,guy,1992
556,guy,1993
538,guy,1994
524,guy,1995
517,guy,1996
514,guy,1997
509,guy,1998
498,guy,1999
483,guy,2000
464,guy,2001
443,guy,2002
419,guy,2003
394,guy,2004
368,guy,2005
337,guy,2006
306,guy,2007
280,guy,2008
263,guy,2009
261,guy,2010
278,guy,2011
310,guy,2012
346,guy,2013
376,guy,2014
391,guy,2015
4957,hnd,1968
4973,hnd,1969
4962,hnd,1970
4906,hnd,1971
4829,hnd,1972
4758,hnd,1973
4687,hnd,1974
4666,hnd,1975
4689,hnd,1976
