geo,total_health_spending_per_person_us,time
jor,218.10,2006
jor,252.00,2007
jor,329.60,2008
jor,373.30,2009
jor,357.40,2010
kaz,48.36,1995
kaz,58.26,1996
kaz,67.03,1997
kaz,70.22,1998
kaz,49.07,1999
kaz,50.96,2000
kaz,51.69,2001
kaz,59.83,2002
kaz,76.25,2003
kaz,113.40,2004
kaz,153.30,2005
kaz,208.50,2006
kaz,231.70,2007
kaz,329.80,2008
kaz,325.90,2009
kaz,393.10,2010
ken,14.06,1995
ken,17.73,1996
ken,18.66,1997
ken,21.32,1998
ken,17.77,1999
ken,19.04,2000
ken,18.71,2001
ken,18.12,2002
ken,19.61,2003
ken,19.89,2004
ken,22.93,2005
ken,27.79,2006
ken,32.12,2007
ken,32.99,2008
ken,35.54,2009
ken,36.85,2010
kir,70.40,1995
kir,80.12,1996
kir,81.62,1997
kir,58.35,1998
kir,76.14,1999
kir,64.41,2000
kir,65.99,2001
kir,74.76,2002
kir,101.50,2003
kir,117.70,2004
kir,116.00,2005
kir,122.30,2006
kir,176.80,2007
kir,171.10,2008
kir,158.80,2009
kir,159.60,2010
kor,441.90,1995
kor,493.60,1996
kor,454.40,1997
kor,313.00,1998
kor,422.50,1999
kor,508.50,2000
kor,538.80,2001
kor,594.40,2002
kor,696.90,2003
kor,789.10,2004
kor,994.20,2005
kor,1192.00,2006
kor,1365.00,2007
kor,1237.00,2008
kor,1184.00,2009
kor,1439.00,2010
kwt,629.10,1995
kwt,671.20,1996
kwt,668.70,1997
kwt,652.20,1998
kwt,595.80,1999
kwt,487.50,2000
kwt,626.30,2001
kwt,656.70,2002
kwt,727.20,2003
kwt,747.60,2004
kwt,849.00,2005
kwt,973.70,2006
kwt,1000.00,2007
kwt,1117.00,2008
kwt,1579.00,2009
kwt,1223.00,2010
kgz,22.32,1995
kgz,24.75,1996
kgz,20.66,1997
kgz,23.36,1998
kgz,15.27,1999
kgz,12.93,2000
kgz,14.65,2001
kgz,17.44,2002
kgz,20.83,2003
kgz,24.57,2004
kgz,28.41,2005
kgz,35.80,2006
kgz,48.65,2007
kgz,56.33,2008
kgz,57.03,2009
kgz,53.48,2010
lao,15.25,1995
lao,17.58,1996
lao,21.99,1997
lao,16.04,1998
lao,10.37,1999
lao,10.82,2000
lao,12.91,2001
lao,12.87,2002
lao,17.63,2003
lao,19.43,2004
lao,20.16,2005
lao,23.17,2006
lao,27.63,2007
lao,38.74,2008
lao,39.09,2009
lao,46.17,2010
lva,115.20,1995
lva,140.60,1996
lva,160.10,1997
lva,175.70,1998
lva,196.30,1999
lva,196.60,2000
lva,215.20,2001
lva,248.20,2002
lva,295.20,2003
lva,386.90,2004
lva,441.40,2005
lva,590.50,2006
lva,881.70,2007
lva,974.30,2008
lva,756.40,2009
lva,717.60,2010
lbn,360.90,1995
lbn,414.40,1996
lbn,501.60,1997
lbn,541.90,1998
lbn,490.30,1999
lbn,455.20,2000
lbn,432.90,2001
lbn,426.90,2002
lbn,419.90,2003
lbn,452.60,2004
lbn,434.30,2005
lbn,446.10,2006
lbn,510.10,2007
lbn,555.80,2008
lbn,617.10,2009
lbn,651.00,2010
lso,36.63,1995
lso,34.41,1996
lso,32.08,1997
lso,29.42,1998
lso,27.64,1999
lso,26.64,2000
lso,26.74,2001
lso,22.57,2002
lso,32.99,2003
lso,41.38,2004
lso,41.09,2005
lso,47.64,2006
lso,63.94,2007
lso,66.26,2008
lso,75.03,2009
lso,108.90,2010
lbr,7.29,1998
lbr,8.55,1999
lbr,9.96,2000
lbr,9.73,2001
lbr,8.90,2002
lbr,6.88,2003
lbr,7.56,2004
lbr,8.70,2005
lbr,12.12,2006
lbr,24.83,2007
lbr,27.48,2008
lbr,27.99,2009
lbr,29.16,2010
lby,187.10,1995
lby,187.70,1996
lby,200.30,1997
lby,213.90,1998
lby,215.30,1999
lby,216.40,2000
lby,221.80,2001
lby,182.00,2002
lby,191.00,2003
lby,203.80,2004
lby,223.10,2005
lby,241.40,2006
lby,340.50,2007
lby,468.60,2008
lby,427.20,2009
lby,483.70,2010
ltu,99.68,1995
ltu,130.60,1996
ltu,162.60,1997
ltu,192.70,1998
ltu,193.10,1999
ltu,212.20,2000
ltu,219.70,2001
ltu,262.50,2002
ltu,351.10,2003
ltu,374.10,2004
ltu,446.00,2005
ltu,552.10,2006
ltu,724.90,2007
ltu,934.40,2008
ltu,835.60,2009
ltu,781.40,2010
lux,2816.00,1995
lux,2810.00,1996
lux,2471.00,1997
lux,2583.00,1998
lux,2868.00,1999
lux,3474.00,2000
lux,3388.00,2001
lux,4182.00,2002
lux,4949.00,2003
lux,6107.00,2004
lux,6435.00,2005
lux,6982.00,2006
lux,7625.00,2007
lux,8055.00,2008
lux,8262.00,2009
lux,8181.00,2010
mkd,200.70,1995
mkd,202.30,1996
mkd,177.90,1997
mkd,187.20,1998
mkd,164.50,1999
mkd,156.70,2000
mkd,145.00,2001
mkd,175.10,2002
mkd,218.50,2003
mkd,237.20,2004
mkd,237.70,2005
mkd,252.00,2006
mkd,274.20,2007
mkd,326.60,2008
mkd,311.40,2009
mkd,316.90,2010
mdg,6.74,1995
mdg,9.30,1996
mdg,8.55,1997
mdg,8.25,1998
mdg,8.00,1999
mdg,9.38,2000
mdg,10.95,2001
mdg,10.36,2002
mdg,11.46,2003
mdg,9.16,2004
mdg,10.41,2005
mdg,11.83,2006
mdg,16.00,2007
mdg,21.64,2008
mdg,17.75,2009
mdg,15.90,2010
mwi,6.96,1995
mwi,10.56,1996
mwi,13.32,1997
mwi,9.20,1998
mwi,10.59,1999
mwi,9.41,2000
mwi,7.53,2001
mwi,10.86,2002
mwi,12.67,2003
mwi,16.45,2004
mwi,17.63,2005
mwi,21.24,2006
mwi,19.74,2007
mwi,21.23,2008
mwi,25.36,2009
mwi,25.62,2010
mys,124.10,1995
mys,136.70,1996
mys,123.10,1997
mys,95.90,1998
mys,106.70,1999
mys,124.60,2000
mys,138.20,2001
mys,149.30,2002
mys,185.00,2003
mys,190.20,2004
mys,188.20,2005
mys,230.40,2006
mys,261.90,2007
mys,306.40,2008
mys,316.50,2009
mys,367.90,2010
mdv,95.78,1995
mdv,112.10,1996
mdv,124.30,1997
mdv,129.70,1998
mdv,142.80,1999
mdv,162.20,2000
mdv,152.40,2001
mdv,151.10,2002
mdv,209.80,2003
mdv,236.10,2004
mdv,270.40,2005
mdv,317.20,2006
mdv,339.40,2007
mdv,455.00,2008
mdv,355.30,2009
mdv,382.50,2010
mli,14.41,1995
mli,21.58,1996
mli,18.23,1997
mli,16.99,1998
mli,16.20,1999
mli,14.79,2000
mli,16.57,2001
mli,16.79,2002
mli,21.31,2003
mli,24.50,2004
mli,25.04,2005
mli,26.52,2006
mli,29.61,2007
mli,33.62,2008
mli,33.09,2009
mli,31.66,2010
mlt,591.40,1995
mlt,638.80,1996
mlt,635.50,1997
mlt,663.20,1998
mlt,657.10,1999
mlt,642.80,2000
mlt,674.60,2001
mlt,838.80,2002
mlt,1075.00,2003
mlt,1249.00,2004
mlt,1394.00,2005
mlt,1446.00,2006
mlt,1581.00,2007
mlt,1596.00,2008
mlt,1668.00,2009
mlt,1697.00,2010
mhl,373.80,1995
mhl,412.20,1996
mhl,407.40,1997
mhl,384.70,1998
mhl,374.40,1999
mhl,465.60,2000
mhl,412.40,2001
mhl,418.60,2002
mhl,385.30,2003
mhl,420.30,2004
mhl,422.40,2005
mhl,459.30,2006
mhl,489.80,2007
mhl,476.00,2008
mhl,540.30,2009
mhl,520.40,2010
mrt,29.43,1995
mrt,23.30,1996
mrt,23.01,1997
mrt,23.85,1998
mrt,27.64,1999
mrt,24.26,2000
mrt,19.57,2001
mrt,24.36,2002
mrt,23.87,2003
mrt,28.60,2004
mrt,29.68,2005
mrt,30.73,2006
mrt,38.69,2007
mrt,47.28,2008
mrt,37.93,2009
mrt,42.69,2010
mus,128.60,1995
mus,135.40,1996
mus,127.00,1997
mus,126.90,1998
mus,126.30,1999
mus,145.00,2000
mus,145.20,2001
mus,165.40,2002
mus,183.50,2003
mus,220.00,2004
mus,232.40,2005
mus,263.20,2006
mus,316.60,2007
mus,395.10,2008
mus,382.20,2009
mus,448.90,2010
mex,176.10,1995
mex,183.00,1996
mex,223.40,1997
mex,235.50,1998
mex,276.80,1999
mex,327.80,2000
mex,372.90,2001
mex,395.90,2002
mex,397.00,2003
mex,439.90,2004
mex,477.80,2005
mex,514.40,2006
mex,564.20,2007
mex,597.70,2008
mex,523.70,2009
fsm,189.20,1995
fsm,174.60,1996
fsm,148.70,1997
fsm,142.00,1998
fsm,155.50,1999
fsm,170.40,2000
fsm,189.70,2001
fsm,176.60,2002
fsm,215.20,2003
fsm,227.80,2004
fsm,276.70,2005
fsm,274.80,2006
fsm,278.80,2007
fsm,306.10,2008
fsm,335.90,2009
fsm,366.20,2010
mda,30.08,1995
mda,40.37,1996
mda,42.72,1997
mda,30.94,1998
mda,16.56,1999
mda,23.55,2000
mda,29.01,2001
mda,37.00,2002
mda,45.68,2003
mda,61.17,2004
mda,76.09,2005
mda,101.00,2006
mda,133.90,2007
mda,193.60,2008
mda,190.50,2009
mda,190.40,2010
mco,2877.00,1995
mco,2768.00,1996
mco,2632.00,1997
mco,2642.00,1998
mco,2805.00,1999
mco,2435.00,2000
mco,2483.00,2001
mco,2753.00,2002
mco,3908.00,2003
mco,4597.00,2004
mco,4794.00,2005
mco,4946.00,2006
mco,5626.00,2007
mco,6692.00,2008
mco,6658.00,2009
mco,6326.00,2010
mng,19.41,1995
mng,21.04,1996
mng,18.77,1997
mng,18.16,1998
mng,17.88,1999
mng,21.64,2000
mng,23.65,2001
mng,27.34,2002
mng,27.46,2003
mng,30.33,2004
mng,33.31,2005
mng,46.93,2006
mng,73.57,2007
mng,120.30,2008
mng,96.54,2009
mng,120.10,2010
mne,138.70,1995
mne,101.80,1996
mne,101.30,1997
mne,103.80,1998
mne,101.70,1999
mne,116.80,2000
mne,155.40,2001
mne,175.40,2002
mne,248.60,2003
mne,287.10,2004
mne,313.50,2005
mne,355.00,2006
mne,458.40,2007
mne,573.90,2008
mne,621.20,2009
mne,578.30,2010
mar,47.87,1995
mar,51.56,1996
mar,49.33,1997
mar,55.09,1998
mar,55.67,1999
mar,53.75,2000
mar,57.48,2001
mar,72.84,2002
mar,87.90,2003
mar,98.73,2004
mar,98.96,2005
mar,111.90,2006
mar,125.50,2007
mar,147.40,2008
mar,151.50,2009
mar,148.00,2010
moz,7.28,1995
moz,8.43,1996
moz,10.29,1997
moz,11.38,1998
moz,13.26,1999
moz,14.11,2000
moz,11.93,2001
moz,13.07,2002
moz,13.35,2003
moz,14.23,2004
moz,18.32,2005
moz,18.08,2006
moz,17.68,2007
moz,18.10,2008
moz,22.96,2009
moz,21.34,2010
mmr,2.57,1995
mmr,2.54,1996
mmr,2.03,1997
mmr,2.02,1998
mmr,2.60,1999
mmr,3.38,2000
mmr,2.62,2001
mmr,3.02,2002
mmr,3.99,2003
mmr,4.94,2004
mmr,5.14,2005
mmr,5.81,2006
mmr,7.53,2007
mmr,10.65,2008
mmr,14.29,2009
mmr,17.14,2010
nam,132.00,1995
nam,134.90,1996
nam,143.20,1997
nam,128.90,1998
nam,127.50,1999
nam,126.00,2000
nam,113.10,2001
nam,105.00,2002
nam,160.20,2003
nam,209.30,2004
nam,255.50,2005
nam,271.10,2006
nam,283.30,2007
nam,275.20,2008
nam,296.70,2009
nam,361.30,2010
nru,550.40,1995
nru,476.10,1996
nru,425.10,1997
nru,348.80,1998
nru,363.60,1999
nru,333.10,2000
nru,312.80,2001
nru,344.80,2002
nru,429.60,2003
nru,358.90,2004
nru,398.80,2005
nru,407.80,2006
nru,494.20,2007
nru,577.20,2008
nru,595.50,2009
nru,713.30,2010
nld,2257.00,1995
nld,2211.00,1996
nld,1969.00,1997
nld,2067.00,1998
nld,2105.00,1999
nld,1925.00,2000
nld,2072.00,2001
nld,2405.00,2002
nld,3243.00,2003
nld,3735.00,2004
nld,3846.00,2005
nld,4032.00,2006
nld,4626.00,2007
nld,5237.00,2008
nld,5751.00,2009
nld,5593.00,2010
nzl,1189.00,1995
nzl,1278.00,1996
nzl,1297.00,1997
nzl,1124.00,1998
nzl,1153.00,1999
nzl,1051.00,2000
nzl,1052.00,2001
nzl,1244.00,2002
nzl,1602.00,2003
nzl,1974.00,2004
nzl,2288.00,2005
nzl,2295.00,2006
nzl,2694.00,2007
nzl,2820.00,2008
nzl,2702.00,2009
nzl,3279.00,2010
nic,57.76,1995
nic,58.33,1996
nic,47.94,1997
nic,53.10,1998
nic,51.68,1999
nic,54.28,2000
nic,54.67,2001
nic,57.19,2002
nic,61.55,2003
nic,66.26,2004
nic,71.22,2005
nic,78.22,2006
nic,92.68,2007
nic,105.20,2008
nic,103.90,2009
ner,7.05,1995
ner,6.78,1996
ner,6.76,1997
ner,7.52,1998
ner,7.05,1999
ner,5.30,2000
ner,6.15,2001
ner,6.88,2002
ner,7.90,2003
ner,9.04,2004
ner,15.45,2005
ner,16.39,2006
ner,16.48,2007
ner,19.45,2008
ner,19.00,2009
ner,18.29,2010
nga,36.43,1995
nga,51.23,1996
nga,53.32,1997
nga,60.83,1998
nga,16.13,1999
nga,17.11,2000
nga,18.18,2001
nga,17.80,2002
nga,38.36,2003
nga,44.82,2004
nga,53.01,2005
nga,59.14,2006
nga,67.79,2007
nga,79.30,2008
nga,66.64,2009
nga,62.78,2010
niu,350.70,1995
niu,468.50,1996
niu,413.80,1997
niu,321.50,1998
niu,384.80,1999
niu,318.20,2000
niu,1447.00,2001
niu,461.50,2002
niu,707.30,2003
niu,1029.00,2004
niu,1046.00,2005
niu,1273.00,2006
niu,1586.00,2007
niu,1731.00,2008
niu,1825.00,2009
niu,2318.00,2010
nor,3122.00,1995
nor,3180.00,1996
nor,3017.00,1997
nor,3155.00,1998
nor,3325.00,1999
nor,3155.00,2000
nor,3333.00,2001
nor,4140.00,2002
nor,4937.00,2003
nor,5436.00,2004
nor,5944.00,2005
nor,6248.00,2006
nor,7313.00,2007
nor,8071.00,2008
nor,7533.00,2009
nor,8091.00,2010
omn,222.60,1995
omn,237.50,1996
omn,231.40,1997
omn,227.50,1998
omn,243.30,1999
omn,263.60,2000
omn,262.70,2001
omn,277.70,2002
omn,293.40,2003
omn,309.40,2004
omn,330.50,2005
omn,345.30,2006
omn,403.00,2007
omn,479.00,2008
omn,520.40,2009
omn,574.30,2010
pak,15.09,1995
pak,15.03,1996
pak,14.68,1997
pak,15.52,1998
pak,15.59,1999
pak,14.88,2000
pak,13.03,2001
pak,14.79,2002
pak,15.66,2003
pak,17.52,2004
pak,18.82,2005
pak,21.29,2006
pak,22.56,2007
pak,22.06,2008
pak,20.07,2009
pak,21.78,2010
plw,684.90,1995
plw,779.50,1996
plw,774.60,1997
plw,690.00,1998
plw,720.60,1999
plw,802.00,2000
plw,666.30,2001
plw,635.40,2002
plw,642.60,2003
plw,774.80,2004
plw,768.10,2005
plw,819.50,2006
plw,881.30,2007
plw,842.30,2008
plw,854.40,2009
plw,849.90,2010
pan,228.00,1995
pan,245.10,1996
pan,257.60,1997
pan,272.50,1998
pan,270.80,1999
pan,305.20,2000
pan,302.60,2001
pan,321.10,2002
pan,314.70,2003
pan,360.30,2004
pan,357.40,2005
pan,364.10,2006
pan,397.60,2007
pan,493.10,2008
pan,564.10,2009
pan,616.40,2010
png,35.95,1995
png,38.85,1996
png,33.72,1997
png,28.08,1998
png,26.83,1999
png,25.92,2000
png,25.21,2001
png,24.06,2002
png,25.19,2003
png,30.89,2004
png,30.82,2005
png,30.50,2006
png,32.16,2007
png,39.89,2008
png,43.67,2009
png,49.42,2010
pry,111.90,1995
pry,121.20,1996
pry,123.00,1997
pry,110.70,1998
pry,109.00,1999
pry,124.20,2000
pry,107.00,2001
pry,78.45,2002
pry,70.04,2003
pry,79.75,2004
pry,82.12,2005
pry,101.20,2006
pry,121.50,2007
pry,162.10,2008
pry,147.20,2009
pry,162.90,2010
per,100.80,1995
per,103.80,1996
per,104.20,1997
per,101.80,1998
per,98.42,1999
per,96.81,2000
per,96.25,2001
per,102.80,2002
per,102.80,2003
per,111.70,2004
per,128.50,2005
per,149.70,2006
per,193.60,2007
per,256.30,2008
per,235.70,2009
per,268.80,2010
phl,36.92,1995
phl,41.43,1996
phl,41.15,1997
phl,31.20,1998
phl,35.44,1999
phl,33.63,2000
phl,28.96,2001
phl,28.16,2002
phl,33.11,2003
phl,35.13,2004
phl,42.10,2005
phl,48.41,2006
phl,57.28,2007
phl,64.68,2008
phl,66.11,2009
phl,77.33,2010
pol,199.00,1995
pol,240.50,1996
pol,230.10,1997
pol,266.70,1998
pol,251.40,1999
pol,247.20,2000
pol,291.70,2001
pol,328.50,2002
pol,354.30,2003
pol,410.70,2004
pol,494.90,2005
pol,555.50,2006
pol,717.20,2007
pol,972.50,2008
pol,829.50,2009
pol,917.10,2010
prt,873.80,1995
prt,938.90,1996
prt,891.80,1997
prt,933.30,1998
prt,986.30,1999
prt,1066.00,2000
prt,1083.00,2001
prt,1186.00,2002
prt,1510.00,2003
prt,1774.00,2004
prt,1883.00,2005
prt,1913.00,2006
prt,2183.00,2007
prt,2384.00,2008
prt,2365.00,2009
prt,2367.00,2010
qat,601.30,1995
qat,640.60,1996
qat,680.30,1997
qat,637.00,1998
qat,631.70,1999
qat,687.90,2000
qat,767.70,2001
qat,874.00,2002
qat,1530.00,2003
qat,1648.00,2004
qat,1691.00,2005
qat,1675.00,2006
qat,1640.00,2007
qat,1636.00,2008
qat,1612.00,2009
qat,1489.00,2010
rou,58.11,1995
rou,60.01,1996
rou,75.31,1997
rou,85.42,1998
rou,82.28,1999
rou,86.61,2000
rou,97.46,2001
rou,119.40,2002
rou,146.00,2003
rou,191.00,2004
rou,252.10,2005
rou,289.80,2006
rou,415.40,2007
rou,516.80,2008
rou,431.80,2009
rou,428.00,2010
rus,113.00,1995
rus,146.60,1996
rus,194.10,1997
rus,121.40,1998
rus,77.09,1999
rus,95.95,2000
rus,119.00,2001
rus,142.00,2002
rus,166.60,2003
rus,212.40,2004
rus,276.80,2005
rus,365.90,2006
rus,488.00,2007
rus,560.70,2008
rus,476.00,2009
rus,525.30,2010
rwa,10.35,1995
rwa,11.00,1996
rwa,13.51,1997
rwa,15.07,1998
rwa,11.15,1999
rwa,9.04,2000
rwa,8.64,2001
rwa,8.05,2002
rwa,13.22,2003
rwa,14.42,2004
rwa,18.31,2005
rwa,35.48,2006
rwa,36.49,2007
rwa,44.08,2008
rwa,51.50,2009
rwa,55.51,2010
kna,289.50,1995
kna,304.20,1996
kna,316.00,1997
kna,324.30,1998
kna,358.30,1999
kna,387.80,2000
kna,373.60,2001
kna,370.60,2002
kna,357.00,2003
kna,361.70,2004
kna,388.60,2005
kna,517.00,2006
kna,551.00,2007
kna,552.90,2008
kna,524.40,2009
kna,668.60,2010
lca,181.10,1995
lca,208.70,1996
lca,198.50,1997
lca,214.60,1998
lca,223.60,1999
lca,230.80,2000
lca,244.60,2001
lca,254.10,2002
lca,268.40,2003
lca,282.30,2004
lca,311.40,2005
lca,405.90,2006
lca,410.90,2007
lca,467.50,2008
lca,466.50,2009
lca,465.30,2010
vct,109.90,1995
vct,115.90,1996
vct,128.30,1997
vct,122.80,1998
vct,127.80,1999
vct,137.10,2000
vct,145.30,2001
vct,168.00,2002
vct,173.70,2003
vct,179.00,2004
vct,185.30,2005
vct,217.80,2006
vct,245.90,2007
vct,296.40,2008
vct,285.80,2009
vct,278.10,2010
wsm,55.95,1995
wsm,69.34,1996
wsm,77.57,1997
wsm,72.14,1998
wsm,82.35,1999
wsm,78.98,2000
wsm,77.69,2001
wsm,81.78,2002
wsm,92.35,2003
wsm,105.50,2004
wsm,114.00,2005
wsm,129.30,2006
wsm,165.20,2007
wsm,168.20,2008
wsm,154.40,2009
wsm,204.00,2010
smr,2112.00,1995
smr,2323.00,1996
smr,2172.00,1997
smr,2274.00,1998
smr,2393.00,1999
smr,2158.00,2000
smr,2179.00,2001
smr,2891.00,2002
smr,2835.00,2003
smr,3359.00,2004
smr,3399.00,2005
smr,3444.00,2006
smr,3869.00,2007
smr,4222.00,2008
smr,3855.00,2009
smr,3655.00,2010
stp,67.18,1995
stp,80.69,1996
stp,61.77,1997
stp,42.50,1998
stp,50.48,1999
stp,51.61,2000
stp,51.76,2001
stp,58.69,2002
stp,78.03,2003
stp,79.41,2004
stp,81.80,2005
stp,69.84,2006
stp,74.61,2007
stp,82.83,2008
stp,92.95,2009
stp,90.03,2010
sau,228.00,1995
sau,248.40,1996
sau,264.80,1997
sau,253.10,1998
sau,339.20,1999
sau,400.40,2000
sau,399.40,2001
sau,377.50,2002
sau,386.60,2003
sau,398.50,2004
sau,465.40,2005
sau,547.70,2006
sau,577.90,2007
sau,581.00,2008
sau,608.20,2009
sau,679.70,2010
sen,22.94,1995
sen,24.08,1996
sen,21.64,1997
sen,22.84,1998
sen,24.22,1999
sen,21.32,2000
sen,22.62,2001
sen,26.95,2002
sen,35.96,2003
sen,43.29,2004
sen,43.16,2005
sen,48.90,2006
sen,56.47,2007
sen,65.59,2008
sen,59.66,2009
sen,58.50,2010
srb,77.65,1995
srb,128.30,1996
srb,144.00,1997
srb,117.30,1998
srb,128.30,1999
srb,60.01,2000
srb,115.10,2001
srb,178.80,2002
srb,230.30,2003
srb,274.50,2004
srb,307.00,2005
srb,371.30,2006
srb,546.60,2007
srb,673.40,2008
srb,576.50,2009
srb,546.00,2010
syc,352.80,1995
syc,355.50,1996
syc,431.70,1997
syc,413.10,1998
syc,423.80,1999
syc,376.50,2000
syc,362.50,2001
syc,379.10,2002
syc,414.90,2003
syc,435.60,2004
syc,440.60,2005
syc,458.30,2006
syc,413.70,2007
syc,358.80,2008
syc,301.40,2009
syc,368.50,2010
sle,32.03,1995
sle,35.11,1996
sle,29.41,1997
sle,22.59,1998
sle,26.61,1999
sle,23.97,2000
sle,28.01,2001
sle,30.86,2002
sle,16.28,2003
sle,29.92,2004
sle,34.83,2005
sle,34.81,2006
sle,38.99,2007
sle,47.99,2008
sle,45.16,2009
sle,42.53,2010
sgp,727.50,1995
sgp,765.80,1996
sgp,756.40,1997
sgp,700.10,1998
sgp,631.80,1999
sgp,579.90,2000
sgp,604.90,2001
sgp,648.20,2002
sgp,894.60,2003
sgp,921.50,2004
sgp,991.20,2005
sgp,1073.00,2006
sgp,1232.00,2007
sgp,1434.00,2008
sgp,1531.00,2009
sgp,1733.00,2010
svk,221.50,1995
svk,253.40,1996
svk,229.80,1997
svk,234.80,1998
svk,218.30,1999
svk,207.70,2000
svk,216.00,2001
svk,256.00,2002
svk,359.90,2003
svk,565.10,2004
svk,626.30,2005
svk,760.50,2006
svk,1077.00,2007
svk,1399.00,2008
svk,1474.00,2009
svk,1413.00,2010
svn,785.10,1995
svn,811.90,1996
svn,797.40,1997
svn,856.80,1998
svn,877.10,1999
svn,830.10,2000
svn,881.80,2001
svn,999.70,2002
svn,1257.00,2003
svn,1413.00,2004
svn,1501.00,2005
svn,1605.00,2006
svn,1825.00,2007
svn,2258.00,2008
svn,2231.00,2009
svn,2154.00,2010
slb,47.31,1995
slb,46.58,1996
slb,49.53,1997
slb,42.97,1998
slb,46.14,1999
slb,48.40,2000
slb,61.26,2001
slb,48.04,2002
slb,45.88,2003
slb,46.47,2004
slb,72.26,2005
slb,63.57,2006
slb,69.12,2007
slb,72.23,2008
slb,102.10,2009
slb,106.60,2010
som,4.62,1995
som,4.93,1996
som,5.75,1997
som,7.43,1998
som,7.43,1999
som,6.78,2000
som,3.86,2001
zaf,273.30,1995
zaf,271.20,1996
zaf,286.60,1997
zaf,264.70,1998
zaf,273.50,1999
zaf,251.30,2000
zaf,229.30,2001
zaf,210.50,2002
zaf,319.50,2003
zaf,414.70,2004
zaf,455.60,2005
zaf,460.80,2006
zaf,495.20,2007
zaf,481.80,2008
zaf,520.60,2009
zaf,648.70,2010
esp,1128.00,1995
esp,1177.00,1996
esp,1061.00,1997
esp,1107.00,1998
esp,1132.00,1999
esp,1040.00,2000
esp,1083.00,2001
esp,1204.00,2002
esp,1719.00,2003
esp,2008.00,2004
esp,2158.00,2005
esp,2342.00,2006
esp,2725.00,2007
esp,3131.00,2008
esp,3032.00,2009
esp,2883.00,2010
lka,24.49,1995
lka,26.13,1996
lka,27.27,1997
lka,31.44,1998
lka,30.36,1999
lka,32.31,2000
lka,31.15,2001
lka,34.13,2002
lka,37.09,2003
lka,43.24,2004
lka,48.56,2005
lka,56.93,2006
lka,59.49,2007
lka,67.74,2008
lka,65.04,2009
lka,69.96,2010
sdn,15.42,1995
sdn,11.52,1996
sdn,13.80,1997
sdn,13.81,1998
sdn,12.16,1999
sdn,12.18,2000
sdn,13.46,2001
sdn,14.97,2002
sdn,18.67,2003
sdn,23.70,2004
sdn,28.43,2005
sdn,44.89,2006
sdn,69.45,2007
sdn,96.75,2008
sdn,94.23,2009
sdn,83.89,2010
sur,82.45,1995
sur,144.40,1996
sur,160.20,1997
sur,178.20,1998
sur,151.20,1999
sur,151.70,2000
sur,130.30,2001
sur,160.60,2002
sur,173.00,2003
sur,206.90,2004
sur,243.40,2005
sur,323.40,2006
sur,345.10,2007
sur,403.80,2008
sur,467.40,2009
sur,492.40,2010
swz,87.45,1995
swz,87.96,1996
swz,87.27,1997
swz,84.41,1998
swz,78.70,1999
swz,75.31,2000
swz,63.67,2001
swz,57.65,2002
swz,97.86,2003
swz,114.30,2004
swz,133.50,2005
swz,151.40,2006
swz,155.80,2007
swz,162.10,2008
swz,168.80,2009
swz,203.10,2010
swe,2289.00,1995
swe,2564.00,1996
swe,2297.00,1997
swe,2336.00,1998
swe,2395.00,1999
swe,2280.00,2000
swe,2264.00,2001
swe,2595.00,2002
swe,3271.00,2003
swe,3659.00,2004
swe,3719.00,2005
swe,3932.00,2006
swe,4508.00,2007
swe,4866.00,2008
swe,4347.00,2009
swe,4710.00,2010
che,4271.00,1995
che,4266.00,1996
che,3701.00,1997
che,3851.00,1998
che,3818.00,1999
che,3519.00,2000
che,3707.00,2001
che,4141.00,2002
che,4940.00,2003
che,5503.00,2004
che,5572.00,2005
che,5569.00,2006
che,6051.00,2007
che,6999.00,2008
che,7185.00,2009
che,7812.00,2010
syr,51.69,1995
syr,59.48,1996
syr,59.08,1997
syr,56.69,1998
syr,58.75,1999
syr,59.22,2000
syr,57.73,2001
syr,57.28,2002
syr,60.42,2003
syr,60.60,2004
syr,62.57,2005
syr,66.28,2006
syr,79.39,2007
syr,89.89,2008
syr,95.44,2009
syr,96.59,2010
tjk,3.06,1995
tjk,5.53,1996
tjk,5.63,1997
tjk,7.79,1998
tjk,6.90,1999
tjk,6.47,2000
tjk,7.95,2001
tjk,8.70,2002
tjk,10.94,2003
tjk,13.97,2004
tjk,17.33,2005
tjk,21.22,2006
tjk,30.11,2007
tjk,43.08,2008
tjk,43.51,2009
tjk,49.07,2010
tza,6.29,1995
tza,7.14,1996
tza,8.87,1997
tza,9.80,1998
tza,9.62,1999
tza,10.10,2000
tza,10.50,2001
tza,10.32,2002
tza,11.88,2003
tza,11.69,2004
tza,14.63,2005
tza,23.43,2006
tza,23.33,2007
tza,26.76,2008
tza,27.12,2009
tza,30.91,2010
tha,99.47,1995
tha,116.00,1996
tha,98.97,1997
tha,67.76,1998
tha,68.70,1999
tha,65.98,2000
tha,59.95,2001
tha,72.62,2002
tha,78.16,2003
tha,85.82,2004
tha,93.82,2005
tha,107.50,2006
tha,129.80,2007
tha,158.40,2008
tha,160.10,2009
tha,179.10,2010
tls,35.15,1995
tls,28.10,1996
tls,42.79,1997
tls,29.58,1998
tls,32.63,1999
tls,31.92,2000
tls,35.27,2001
tls,33.78,2002
tls,35.03,2003
tls,43.25,2004
tls,52.80,2005
tls,56.43,2006
tls,57.83,2007
