geo,time,investments_percent_of_gdp
col,1989,18.49
col,1990,18.5
col,1991,15.95
col,1992,16.71
col,1993,21.28
col,1994,25.54
col,1995,25.8
col,1996,22.15
col,1997,20.92
col,1998,19.73
col,1999,12.88
col,2000,15.05
col,2001,16.1
col,2002,17.05
col,2003,18.65
col,2004,19.42
col,2005,20.23
col,2006,22.17
col,2007,22.66
col,2008,22.67
col,2009,22.37
col,2010,23.73
com,1980,33.17
com,1981,26.99
com,1982,31.38
com,1983,30.26
com,1984,44.96
com,1985,32.79
com,1986,23.59
com,1987,25.25
com,1988,21.83
com,1989,17.4
com,1990,19.67
com,1991,13.24
com,1992,20.52
com,1993,19.3
com,1994,20.68
com,1995,19.46
com,1996,19.42
com,1997,15.85
com,1998,17.95
com,1999,14.96
com,2000,10.09
com,2001,10.05
com,2002,11.01
com,2003,10.31
com,2004,9.358
com,2005,9.309
com,2006,9.627
com,2007,11.17
com,2008,14.28
com,2009,12.4
cod,1960,6.932
cod,1961,7.141
cod,1962,3.964
cod,1963,18.05
cod,1964,18.51
cod,1965,16.86
cod,1966,8.327
cod,1967,12.02
cod,1968,11.25
cod,1969,12.83
cod,1970,14.92
cod,1971,18.39
cod,1972,18.65
cod,1973,16.72
cod,1974,17.09
cod,1975,17.82
cod,1976,14.47
cod,1977,21.39
cod,1978,11.93
cod,1979,12.74
cod,1980,9.957
cod,1981,10.5
cod,1982,8.319
cod,1983,9.325
cod,1984,10.49
cod,1985,12.5
cod,1986,13.2
cod,1987,14.16
cod,1988,14.43
cod,1989,14.3
cod,1990,9.05
cod,1991,5.576
cod,1992,6.9
cod,1993,1.763
cod,1994,7.9
cod,1995,9.374
cod,1996,27.85
cod,1997,2.5
cod,1998,2.1
cod,1999,3.087
cod,2000,3.454
cod,2001,5.205
cod,2002,8.956
cod,2003,12.23
cod,2004,12.79
cod,2005,14.19
cod,2006,13.04
cod,2007,19.55
cod,2008,23.86
cod,2009,28.72
cog,1960,53.19
cog,1961,64.65
cog,1962,36.3
cog,1963,22.74
cog,1964,20.31
cog,1965,22.43
cog,1966,30.26
cog,1967,31.51
cog,1968,29.58
cog,1969,26.71
cog,1970,24.21
cog,1971,26.61
cog,1972,29.08
cog,1973,31.95
cog,1974,35.06
cog,1975,39.11
cog,1976,31
cog,1977,26.6
cog,1978,27.33
cog,1979,25.96
cog,1980,35.77
cog,1981,48.16
cog,1982,59.73
cog,1983,38.44
cog,1984,30.39
cog,1985,30.28
cog,1986,29.45
cog,1987,19.73
cog,1988,18.62
cog,1989,14.13
cog,1990,15.91
cog,1991,20.53
cog,1992,21.6
cog,1993,29.5
cog,1994,31.24
cog,1995,36.57
cog,1996,26.95
cog,1997,22.23
cog,1998,26.68
cog,1999,27.77
cog,2000,22.63
cog,2001,26.36
cog,2002,23.41
cog,2003,26.09
cog,2004,22.52
cog,2005,20.19
cog,2006,21.63
cog,2007,21.81
cog,2008,18.3
cog,2009,22.51
cog,2010,20.52
cri,1960,17.5
cri,1961,18.88
cri,1962,19.45
cri,1963,18.79
cri,1964,15.99
cri,1965,19.5
cri,1966,19.06
cri,1967,19.36
cri,1968,18.03
cri,1969,20.03
cri,1970,20.54
cri,1971,24.34
cri,1972,22.03
cri,1973,23.99
cri,1974,26.74
cri,1975,21.64
cri,1976,23.66
cri,1977,24.27
cri,1978,23.46
cri,1979,25.31
cri,1980,26.57
cri,1981,29.03
cri,1982,24.69
cri,1983,15.88
cri,1984,14.7
cri,1985,13.75
cri,1986,16.07
cri,1987,19.54
cri,1988,17.92
cri,1989,17.74
cri,1990,18.48
cri,1991,17.94
cri,1992,20.24
cri,1993,20.88
cri,1994,20.05
cri,1995,18.24
cri,1996,15.96
cri,1997,18.08
cri,1998,20.47
cri,1999,17.03
cri,2000,16.91
cri,2001,20.31
cri,2002,22.62
cri,2003,20.64
cri,2004,23.13
cri,2005,24.35
cri,2006,26.42
cri,2007,24.66
cri,2008,27.58
cri,2009,15.87
cri,2010,19.98
civ,1960,16.72
civ,1961,19.84
civ,1962,13.89
civ,1963,17.78
civ,1964,21.84
civ,1965,21.87
civ,1966,21.82
civ,1967,19.78
civ,1968,17.81
civ,1969,19.53
civ,1970,22.5
civ,1971,21.8
civ,1972,20.88
civ,1973,23.18
civ,1974,22.02
civ,1975,22.44
civ,1976,22.99
civ,1977,27.33
civ,1978,29.76
civ,1979,27.97
civ,1980,26.54
civ,1981,25.94
civ,1982,23.19
civ,1983,18.41
civ,1984,11.65
civ,1985,12.95
civ,1986,12.06
civ,1987,12.32
civ,1988,12.65
civ,1989,8.904
civ,1990,6.689
civ,1991,7.358
civ,1992,6.924
civ,1993,9.793
civ,1994,13.72
civ,1995,15.6
civ,1996,12.11
civ,1997,14.42
civ,1998,13.34
civ,1999,13.12
civ,2000,10.79
civ,2001,11.16
civ,2002,10.07
civ,2003,10.12
civ,2004,10.8
civ,2005,9.736
civ,2006,9.334
civ,2007,8.685
civ,2008,10.14
civ,2009,11.36
civ,2010,13.85
hrv,1990,12.4
hrv,1991,10.47
hrv,1992,13.42
hrv,1993,15.45
hrv,1994,17.37
hrv,1995,15.7
hrv,1996,19.12
hrv,1997,24.78
hrv,1998,20.44
hrv,1999,20.38
hrv,2000,19.06
hrv,2001,21.5
hrv,2002,25.26
hrv,2003,27.28
hrv,2004,26.73
hrv,2005,27.3
hrv,2006,29.43
hrv,2007,29.42
hrv,2008,30.7
hrv,2009,27.05
hrv,2010,23.38
cub,1970,25.93
cub,1971,25.94
cub,1972,25.93
cub,1973,25.92
cub,1974,25.89
cub,1975,25.95
cub,1976,25.99
cub,1977,25.92
cub,1978,25.82
cub,1979,25.77
cub,1980,26.27
cub,1981,26.15
cub,1982,25.6
cub,1983,25.34
cub,1984,25.5
cub,1985,28.76
cub,1986,25.54
cub,1987,22.85
cub,1988,24.02
cub,1989,26.33
cub,1990,24.8
cub,1991,14
cub,1992,6.545
cub,1993,6.394
cub,1994,5.242
cub,1995,7.014
cub,1996,15.9
cub,1997,14.95
cub,1998,13.2
cub,1999,11.86
cub,2000,12.51
cub,2001,11.46
cub,2002,9.196
cub,2003,8.504
cub,2004,8.802
cub,2005,10.77
cub,2006,11.73
cub,2007,10.18
cub,2008,14.84
cub,2009,10.32
cub,2010,11.78
cyp,1975,22.53
cyp,1976,26.56
cyp,1977,34.89
cyp,1978,37.22
cyp,1979,38.73
cyp,1980,37.81
cyp,1981,33.81
cyp,1982,31.72
cyp,1983,30.11
cyp,1984,33.6
cyp,1985,30.34
cyp,1986,25.92
cyp,1987,25.53
cyp,1988,27.46
cyp,1989,30.89
cyp,1990,27.05
cyp,1991,25.84
cyp,1992,28.7
cyp,1993,24.09
cyp,1994,25.52
cyp,1995,21.92
cyp,1996,21.61
cyp,1997,19.36
cyp,1998,19.19
cyp,1999,17.03
cyp,2000,18.33
cyp,2001,16.44
cyp,2002,18.76
cyp,2003,17.4
cyp,2004,20.17
cyp,2005,19.92
cyp,2006,20.76
cyp,2007,22.43
cyp,2008,24.22
cyp,2009,17.34
cyp,2010,18.44
cze,1990,25.15
cze,1991,23.04
cze,1992,26.63
cze,1993,26.85
cze,1994,29.75
cze,1995,32.57
cze,1996,33.69
cze,1997,30.47
cze,1998,28.39
cze,1999,27.09
cze,2000,29.47
cze,2001,29.51
cze,2002,28.56
cze,2003,27.17
cze,2004,27.51
cze,2005,25.68
cze,2006,26.79
cze,2007,27.01
cze,2008,25.31
cze,2009,21.75
cze,2010,22.59
dnk,1966,25.42
dnk,1967,24.95
dnk,1968,24.55
dnk,1969,26.27
dnk,1970,26.18
dnk,1971,25.21
dnk,1972,26.12
dnk,1973,27.04
dnk,1974,26.01
dnk,1975,21.89
dnk,1976,24.9
dnk,1977,23.92
dnk,1978,22.67
dnk,1979,22.8
dnk,1980,19.9
dnk,1981,16.65
dnk,1982,17.82
dnk,1983,17.84
dnk,1984,20.11
dnk,1985,21.56
dnk,1986,23.36
dnk,1987,21.39
dnk,1988,20.24
dnk,1989,20.61
dnk,1990,19.94
dnk,1991,18.67
dnk,1992,17.87
dnk,1993,16.24
dnk,1994,17.63
dnk,1995,19.51
dnk,1996,19.04
dnk,1997,20.81
dnk,1998,21.54
dnk,1999,19.84
dnk,2000,21.18
dnk,2001,20.36
dnk,2002,20.41
dnk,2003,19.63
dnk,2004,20.36
dnk,2005,20.83
dnk,2006,22.71
dnk,2007,23.37
dnk,2008,22.37
dnk,2009,17.59
dnk,2010,17.16
dji,1990,14.15
dji,1991,14.15
dji,1992,19.21
dji,1993,9.163
dji,1994,6.112
dji,1995,8.438
dji,1996,9.072
dji,1997,9.572
dji,1998,12.19
dji,1999,8.617
dji,2000,8.791
dji,2001,7.87
dji,2002,10.05
dji,2003,14.41
dji,2004,21.51
dji,2005,18.97
dji,2006,29.56
dji,2007,37.49
dma,1977,21.9
dma,1978,22.97
dma,1979,35.18
dma,1980,50.86
dma,1981,33.93
dma,1982,30.89
dma,1983,28.07
dma,1984,36.84
dma,1985,28.48
dma,1986,22.31
dma,1987,23.25
dma,1988,31.06
dma,1989,41.21
dma,1990,40.79
dma,1991,31.6
dma,1992,29.55
dma,1993,26.77
dma,1994,26.91
dma,1995,32.36
dma,1996,27.46
dma,1997,31.06
dma,1998,26.97
dma,1999,27.7
dma,2000,23.14
dma,2001,18.9
dma,2002,15.85
dma,2003,18.98
dma,2004,20.86
dma,2005,23.35
dma,2006,23.23
dma,2007,23.46
dma,2008,25.39
dma,2009,24.12
dma,2010,22.56
dom,1960,12.61
dom,1961,8.867
dom,1962,11.9
dom,1963,16.02
dom,1964,18.32
dom,1965,9.774
dom,1966,15.86
dom,1967,15.53
dom,1968,15.37
dom,1969,18.13
dom,1970,19.14
dom,1971,17.85
dom,1972,19.71
dom,1973,22.1
dom,1974,23.35
dom,1975,24.51
dom,1976,22.54
dom,1977,21.79
dom,1978,23.67
dom,1979,25.35
dom,1980,25.12
dom,1981,23.61
dom,1982,19.96
dom,1983,21.06
dom,1984,21.33
dom,1985,17.6
dom,1986,19.78
dom,1987,24.23
dom,1988,24.55
dom,1989,28.48
dom,1990,25.14
dom,1991,16.73
dom,1992,18.08
dom,1993,18.45
dom,1994,19.18
dom,1995,17.71
dom,1996,17.95
dom,1997,18.69
dom,1998,23.63
dom,1999,22.45
dom,2000,23.27
dom,2001,21.06
dom,2002,21.17
dom,2003,14.97
dom,2004,14.91
dom,2005,16.51
dom,2006,18.41
dom,2007,18.92
dom,2008,18.31
dom,2009,14.82
dom,2010,16.47
ecu,1960,12.73
ecu,1961,12.83
ecu,1962,11.65
ecu,1963,11.76
ecu,1964,11.64
ecu,1965,11.24
ecu,1966,11.55
ecu,1967,13.16
ecu,1968,11.42
ecu,1969,14.21
ecu,1970,15.53
ecu,1971,20.32
ecu,1972,16.31
ecu,1973,16.62
ecu,1974,16.33
ecu,1975,20.15
ecu,1976,20.99
ecu,1977,19.99
ecu,1978,23.14
ecu,1979,22.16
ecu,1980,22.23
ecu,1981,20.43
ecu,1982,21.61
ecu,1983,17
ecu,1984,16.34
ecu,1985,15.77
ecu,1986,18.7
ecu,1987,22.67
ecu,1988,22.19
ecu,1989,24.68
ecu,1990,20.92
ecu,1991,18.98
ecu,1992,18.24
ecu,1993,20.43
ecu,1994,21.87
ecu,1995,21.56
ecu,1996,19.7
ecu,1997,21.46
ecu,1998,25.27
ecu,1999,14.73
ecu,2000,20.11
ecu,2001,24.27
ecu,2002,26.8
ecu,2003,20.98
ecu,2004,23.3
ecu,2005,23.59
ecu,2006,23.78
ecu,2007,24.29
ecu,2008,27.89
ecu,2009,23.34
ecu,2010,26.18
egy,1960,13.3
egy,1961,15.17
egy,1962,16.3
egy,1963,18.01
egy,1964,17.93
egy,1965,17.69
egy,1966,16.81
egy,1967,14.42
egy,1968,12.63
egy,1969,12.96
egy,1970,13.95
egy,1971,13.23
egy,1972,12.34
egy,1973,13.15
egy,1974,22.47
egy,1975,33.37
egy,1976,28.39
egy,1977,29.17
egy,1978,31.66
egy,1979,32.85
egy,1980,27.51
egy,1981,29.51
egy,1982,30.08
egy,1983,28.73
egy,1984,27.48
egy,1985,26.68
egy,1986,23.71
egy,1987,26.08
egy,1988,34.92
egy,1989,31.77
egy,1990,28.81
egy,1991,21.17
egy,1992,19.48
egy,1993,19.85
egy,1994,20.63
egy,1995,20.15
egy,1996,18.13
egy,1997,17.56
egy,1998,21.5
egy,1999,21.62
egy,2000,19.55
egy,2001,18.26
egy,2002,18.26
egy,2003,16.89
egy,2004,16.94
egy,2005,17.98
egy,2006,18.73
egy,2007,20.85
egy,2008,22.39
egy,2009,19.19
egy,2010,18.89
slv,1960,15.82
slv,1961,13.66
slv,1962,12.51
slv,1963,13.06
slv,1964,17.37
slv,1965,15.18
slv,1966,16.58
slv,1967,14.77
slv,1968,11.54
slv,1969,13.11
slv,1970,13.25
slv,1971,15.59
slv,1972,14.16
slv,1973,18.28
slv,1974,22.63
slv,1975,22.12
slv,1976,19.62
slv,1977,23.42
slv,1978,26.07
slv,1979,18.09
slv,1980,13.27
slv,1981,14.24
slv,1982,13.22
slv,1983,12.06
slv,1984,11.96
slv,1985,10.85
slv,1986,13.25
slv,1987,12.36
slv,1988,12.79
slv,1989,15.33
slv,1990,13.86
slv,1991,15.41
slv,1992,18.53
slv,1993,18.58
slv,1994,19.69
slv,1995,20.04
slv,1996,15.19
slv,1997,15.12
slv,1998,17.55
slv,1999,16.43
slv,2000,16.93
slv,2001,16.67
slv,2002,16.39
slv,2003,16.98
slv,2004,16.2
slv,2005,16.08
slv,2006,16.83
slv,2007,16.31
slv,2008,15.2
slv,2009,13.43
slv,2010,13.29
gnq,1962,16.51
gnq,1963,17.36
gnq,1964,18.91
gnq,1965,18.64
gnq,1966,18.35
gnq,1967,20.43
gnq,1968,20.8
gnq,1969,6.715
gnq,1970,19.88
gnq,1971,20.39
gnq,1972,20.83
gnq,1973,18.04
gnq,1974,16.63
gnq,1975,14.98
gnq,1976,13.17
gnq,1977,13.49
gnq,1990,17.38
gnq,1991,50.7
gnq,1992,24.21
gnq,1993,21.97
gnq,1994,74.1
gnq,1995,76.32
gnq,1996,113.6
gnq,1997,65.68
gnq,1998,91.59
gnq,2000,61.35
gnq,2001,71.89
gnq,2002,31.68
gnq,2003,59.68
gnq,2004,43.73
gnq,2005,39.86
gnq,2006,32.48
gnq,2007,35.28
gnq,2008,25.86
gnq,2009,46.65
gnq,2010,29.21
eri,1992,7.811
eri,1993,17
eri,1994,25.14
eri,1995,22.54
eri,1996,27.59
eri,1997,31.28
eri,1998,32.29
eri,1999,45.51
eri,2000,23.78
eri,2001,36.7
eri,2002,29.84
eri,2003,24.9
eri,2004,18.89
eri,2005,19.74
eri,2006,13.29
eri,2007,11.01
est,1987,30.53
est,1988,32.89
est,1989,32.68
est,1990,30.22
est,1991,26.24
est,1992,26.86
est,1993,26.21
est,1994,27.05
est,1995,28.21
est,1996,28.14
est,1997,30.89
est,1998,31.01
est,1999,25.31
est,2000,28.39
est,2001,27.91
est,2002,32.29
est,2003,33.15
est,2004,33.07
est,2005,33.78
est,2006,38.7
est,2007,39.64
est,2008,29.48
est,2009,18.67
est,2010,19.97
eth,1981,14.51
eth,1982,14.69
eth,1983,13.03
eth,1984,17.77
eth,1985,11.43
eth,1986,16.97
eth,1987,16.13
eth,1988,23.38
eth,1989,13.54
eth,1990,12.94
eth,1991,11.07
eth,1992,10.71
eth,1993,16.53
eth,1994,16.38
eth,1995,17.96
eth,1996,16.6
eth,1997,19.75
eth,1998,21.15
eth,1999,21.91
eth,2000,20.28
eth,2001,21.45
eth,2002,23.93
eth,2003,21.84
eth,2004,25.47
eth,2005,22.99
eth,2006,24.23
eth,2007,23.46
eth,2008,19.87
eth,2009,22.48
eth,2010,21.48
fji,1960,19.73
fji,1961,19.7
fji,1962,15.68
fji,1963,17.12
fji,1964,19.87
fji,1965,19.78
fji,1966,20.55
fji,1967,19.95
fji,1968,25.93
fji,1969,24.92
fji,1970,22.16
fji,1971,24.82
fji,1972,23.96
fji,1973,22.23
fji,1974,18.91
fji,1975,20.63
fji,1976,21.49
fji,1977,23.18
fji,1978,22.76
fji,1979,31.05
fji,1980,31.84
fji,1981,34.28
fji,1982,25.56
fji,1983,21.14
fji,1984,18.92
fji,1985,19.07
fji,1986,18.22
fji,1987,16.03
fji,1988,12.88
fji,1989,13.43
fji,1990,14.28
fji,1991,15.71
fji,1992,12.77
fji,1993,15.98
fji,1994,13.49
fji,1995,22.66
fji,1996,16.7
fji,1997,18.31
fji,1998,28.18
fji,1999,22.79
fji,2000,17.26
fji,2001,16.13
fji,2002,19.74
fji,2003,21.99
fji,2004,19.13
fji,2005,22.98
fji,2006,22.48
fji,2007,21.15
fji,2008,24.42
fin,1965,29.64
fin,1966,28.08
fin,1967,25.41
fin,1968,25.38
fin,1969,25.92
fin,1970,30.72
fin,1971,30.82
fin,1972,28.38
fin,1973,29.81
fin,1974,35.73
fin,1975,34.9
fin,1976,28.2
fin,1977,27
fin,1978,23.54
fin,1979,26.8
fin,1980,30.15
fin,1981,27.33
fin,1982,27.45
fin,1983,27.01
fin,1984,25.91
fin,1985,25.42
fin,1986,24.35
fin,1987,25.06
fin,1988,27.43
fin,1989,30.44
fin,1990,28.48
fin,1991,22.14
fin,1992,18.77
fin,1993,16.32
fin,1994,17.5
fin,1995,18.19
fin,1996,17.78
fin,1997,19.17
fin,1998,20.37
fin,1999,19.56
fin,2000,20.86
fin,2001,20.47
fin,2002,19.15
fin,2003,19.42
fin,2004,19.99
fin,2005,21.85
fin,2006,21.3
fin,2007,22.89
fin,2008,22.38
fin,2009,18.52
fin,2010,18.64
fra,1970,26.45
fra,1971,24.93
fra,1972,25.21
fra,1973,25.89
fra,1974,26.81
fra,1975,22.56
fra,1976,24.2
fra,1977,23.36
fra,1978,22.09
fra,1979,22.58
fra,1980,23.44
fra,1981,21.04
fra,1982,21.3
fra,1983,19.2
fra,1984,18.56
fra,1985,18.51
fra,1986,19.15
fra,1987,19.58
fra,1988,20.7
fra,1989,21.58
fra,1990,21.68
fra,1991,20.87
fra,1992,19.24
fra,1993,16.82
fra,1994,17.65
fra,1995,17.91
fra,1996,17.03
fra,1997,16.83
fra,1998,18.16
fra,1999,18.81
fra,2000,19.89
fra,2001,19.56
fra,2002,18.59
fra,2003,18.46
fra,2004,19.22
fra,2005,19.97
fra,2006,20.86
fra,2007,21.96
fra,2008,21.95
fra,2009,19.1
fra,2010,19.35
gab,1970,31.96
gab,1971,31.97
gab,1972,48.11
gab,1973,37.55
gab,1974,51.76
gab,1975,62.67
gab,1976,73.49
gab,1977,58.07
gab,1978,35.01
gab,1979,32.92
gab,1980,27.54
gab,1981,36.35
gab,1982,35.02
gab,1983,35.19
gab,1984,32.96
gab,1985,41.99
gab,1986,46.36
gab,1987,26.36
gab,1988,37.47
gab,1989,26.3
gab,1990,21.68
gab,1991,26.47
gab,1992,22.43
gab,1993,22.45
gab,1994,21.87
gab,1995,23.3
gab,1996,24.85
gab,1997,30.76
gab,1998,39.56
gab,1999,26.17
gab,2000,21.9
gab,2001,25.71
gab,2002,24.51
gab,2003,23.96
gab,2004,24.39
gab,2005,21.31
gab,2006,25.87
gab,2007,25.9
gab,2008,24.38
gab,2009,27.04
gab,2010,26.68
gmb,1966,8.178
gmb,1967,9.188
gmb,1968,10.59
gmb,1969,10.04
gmb,1970,6.89
gmb,1971,5.593
gmb,1972,7.227
gmb,1973,8.12
gmb,1974,5.957
gmb,1975,8.545
gmb,1976,11.75
gmb,1977,13.28
gmb,1978,23.13
gmb,1979,29.09
gmb,1980,26.7
gmb,1981,25.33
gmb,1982,22.46
gmb,1983,18.88
gmb,1984,18.31
gmb,1985,15.09
gmb,1986,16.6
gmb,1987,17.13
gmb,1988,16.36
gmb,1989,20.37
gmb,1990,22.34
gmb,1991,21.89
gmb,1992,22.17
gmb,1993,21
gmb,1994,18.12
gmb,1995,20.18
gmb,1996,21.57
gmb,1997,17.2
gmb,1998,18.4
gmb,1999,17.8
gmb,2000,17.4
gmb,2001,17.4
gmb,2002,21.2
gmb,2003,20.3
gmb,2004,30.02
gmb,2005,26.82
gmb,2006,28.36
gmb,2007,22.94
gmb,2008,24.73
gmb,2009,25.93
gmb,2010,25.9
geo,1980,29.1
geo,1981,25.37
geo,1982,26.43
geo,1983,31.46
geo,1984,32.81
geo,1985,34.3
geo,1986,29.88
geo,1987,28.55
geo,1988,30.95
geo,1989,28.01
geo,1990,30.73
geo,1991,28.2
geo,1992,23.39
geo,1993,6
geo,1994,2.647
geo,1995,4.033
geo,1996,19.6
geo,1997,17.84
geo,1998,27.17
geo,1999,26.45
geo,2000,26.58
geo,2001,30.33
geo,2002,28.5
geo,2003,31.32
geo,2004,31.91
geo,2005,33.49
geo,2006,30.86
geo,2007,32.06
geo,2008,25.96
geo,2009,13.03
geo,2010,19.53
deu,1970,30.51
deu,1971,29.67
deu,1972,28.53
deu,1973,27.31
deu,1974,24.68
deu,1975,22.78
deu,1976,23.84
deu,1977,23.5
deu,1978,23.78
deu,1979,25.58
deu,1980,25.38
deu,1981,22.95
deu,1982,21.59
deu,1983,22.33
deu,1984,22.11
deu,1985,21.56
deu,1986,21.58
deu,1987,21.03
deu,1988,21.71
deu,1989,22.62
deu,1990,23.16
deu,1991,24.04
deu,1992,23.49
deu,1993,22.16
deu,1994,22.46
deu,1995,22.34
deu,1996,21.28
deu,1997,21.33
deu,1998,21.85
deu,1999,21.8
deu,2000,22.3
deu,2001,20.35
deu,2002,18.07
deu,2003,17.85
deu,2004,17.63
deu,2005,17.27
deu,2006,18.13
deu,2007,19.26
deu,2008,19.38
deu,2009,16.54
deu,2010,17.34
gha,1960,24.38
gha,1961,20.11
gha,1962,17.12
gha,1963,18.72
gha,1964,19.5
gha,1965,17.88
gha,1966,12.86
gha,1967,10.31
gha,1968,11.1
gha,1969,11.79
gha,1970,14.15
gha,1971,14.12
gha,1972,7.104
gha,1973,9.025
gha,1974,13.05
gha,1975,12.73
gha,1976,8.884
gha,1977,11.06
gha,1978,5.375
gha,1979,6.537
gha,1980,5.624
gha,1981,4.573
gha,1982,3.378
gha,1983,3.75
gha,1984,6.877
gha,1985,9.57
gha,1986,9.362
gha,1987,10.43
gha,1988,11.3
gha,1989,13.21
gha,1990,14.44
gha,1991,15.88
gha,1992,12.8
gha,1993,22.21
gha,1994,23.96
gha,1995,20.02
gha,1996,21.2
gha,1997,24.81
gha,1998,23.11
gha,1999,21
gha,2000,24
gha,2001,26.6
gha,2002,19.7
gha,2003,22.94
gha,2004,28.38
gha,2005,29
gha,2006,21.64
gha,2007,20.11
gha,2008,21.45
gha,2009,22.86
gha,2010,26.7
grc,1965,53.31
grc,1966,9.72
grc,1967,24.29
grc,1968,2.388
grc,1969,17.13
grc,1970,29.92
grc,1971,33.82
grc,1972,37.13
grc,1973,42.95
grc,1974,34.02
grc,1975,32.39
grc,1976,33.99
grc,1977,30.01
grc,1978,29.16
grc,1979,28.55
grc,1980,27.23
grc,1981,22.25
grc,1982,26.49
grc,1983,25.48
grc,1984,26.51
grc,1985,27.88
grc,1986,26.98
grc,1987,20.53
grc,1988,23.65
grc,1989,23.89
grc,1990,24.51
grc,1991,25.27
grc,1992,22.6
grc,1993,21.51
grc,1994,20.27
grc,1995,19.99
grc,1996,20.92
grc,1997,21.23
grc,1998,22.58
grc,1999,23.83
grc,2000,25.28
grc,2001,25.15
grc,2002,24.18
grc,2003,26.53
grc,2004,24.4
grc,2005,21.4
grc,2006,24.22
grc,2007,25.69
grc,2008,23.68
grc,2009,18.31
grc,2010,16.19
grd,1977,15.77
grd,1978,11.3
grd,1979,26.53
grd,1980,27.06
grd,1981,41.34
grd,1982,41.65
grd,1983,37.18
grd,1984,27.48
grd,1985,26.55
grd,1986,29.96
grd,1987,33.22
grd,1988,33.7
grd,1989,34.14
grd,1990,38.11
grd,1991,37.88
grd,1992,29.45
grd,1993,31.15
grd,1994,35.91
grd,1995,32.08
grd,1996,35.25
grd,1997,37.8
grd,1998,36.6
grd,1999,39.88
grd,2000,34.52
grd,2001,27.53
grd,2002,24.79
grd,2003,31.47
grd,2004,31.98
grd,2005,40.02
grd,2006,32.39
grd,2007,31.73
grd,2008,26.9
grd,2009,23.56
gtm,1960,10.3
gtm,1961,8.916
gtm,1962,8.779
gtm,1963,10.56
gtm,1964,12.82
gtm,1965,13.31
gtm,1966,10.76
gtm,1967,12.94
gtm,1968,15.14
gtm,1969,11.41
gtm,1970,12.83
gtm,1971,14.38
gtm,1972,12.13
gtm,1973,13.69
gtm,1974,18.6
gtm,1975,16.09
gtm,1976,21.41
gtm,1977,20.04
gtm,1978,21.62
gtm,1979,18.75
gtm,1980,15.87
gtm,1981,17.03
gtm,1982,14.14
gtm,1983,11.07
gtm,1984,11.57
gtm,1985,11.5
gtm,1986,10.33
gtm,1987,13.91
gtm,1988,13.7
gtm,1989,13.52
gtm,1990,13.6
gtm,1991,14.3
gtm,1992,18.33
gtm,1993,17.25
gtm,1994,15.68
gtm,1995,15.06
gtm,1996,12.69
gtm,1997,13.68
gtm,1998,17.4
gtm,1999,17.35
gtm,2000,17.84
gtm,2001,19.66
gtm,2002,20.55
gtm,2003,20.3
gtm,2004,20.85
gtm,2005,19.74
gtm,2006,20.82
gtm,2007,20.83
gtm,2008,16.4
gtm,2009,12.9
gtm,2010,14.66
gin,1986,14.93
gin,1987,16.26
gin,1988,17.09
gin,1989,17.18
gin,1990,24.53
gin,1991,22.38
gin,1992,21.22
gin,1993,21.7
gin,1994,20.99
gin,1995,21.39
gin,1996,20.78
gin,1997,21.01
gin,1998,19.44
gin,1999,19.85
gin,2000,19.7
gin,2001,16.14
gin,2002,14.04
gin,2003,21.62
gin,2004,20.73
gin,2005,19.53
gin,2006,17.23
gin,2007,14.24
gin,2008,15.58
gin,2009,21.27
gin,2010,20.1
gnb,1970,29.57
gnb,1971,28
gnb,1972,22.75
gnb,1973,20.89
gnb,1974,16.82
gnb,1975,15.4
gnb,1976,16.26
gnb,1977,19.78
gnb,1978,21.7
gnb,1979,21.84
gnb,1980,28.18
gnb,1981,25.75
gnb,1982,28.26
gnb,1983,22.66
gnb,1984,37.72
gnb,1985,35.1
gnb,1986,23.78
gnb,1987,35.21
gnb,1988,44.7
gnb,1989,38.98
gnb,1990,29.93
gnb,1991,30.99
gnb,1992,48.4
gnb,1993,30.86
gnb,1994,21.77
gnb,1995,22.3
gnb,1996,23.05
gnb,1997,24
gnb,1998,11.34
gnb,1999,16.8
gnb,2000,11.3
gnb,2001,15
gnb,2002,9.646
guy,1960,28.27
guy,1961,23.98
guy,1962,16.64
guy,1963,16.89
guy,1964,16.05
guy,1965,22.23
guy,1966,23.87
guy,1967,25.82
guy,1968,22.26
guy,1969,20.82
guy,1970,22.76
guy,1971,18.63
guy,1972,19.84
guy,1973,27.22
guy,1974,26.41
guy,1975,33.06
guy,1976,37.45
guy,1977,29.07
guy,1978,20.51
guy,1979,30.99
guy,1980,32.76
guy,1981,31.37
guy,1982,24.97
guy,1983,21.39
guy,1984,27.42
guy,1985,35.79
guy,1986,40.14
guy,1987,31.11
guy,1988,21.15
guy,1989,22.24
guy,1990,31.13
guy,1991,41.16
guy,1992,52.49
guy,1993,41.51
guy,1994,27.22
guy,1995,33.23
guy,1996,31.86
guy,1997,31.89
guy,1998,28.92
guy,1999,25
guy,2000,23.78
guy,2001,22.06
guy,2002,20.97
guy,2003,20.98
guy,2004,23.6
guy,2005,24.78
guy,2006,28.64
guy,2007,24.05
guy,2008,21.37
guy,2009,25.66
guy,2010,26.73
hti,1991,24.37
hti,1992,22.12
hti,1993,13.84
hti,1994,10.2
hti,1995,26.09
hti,1996,28.13
hti,1997,24.53
hti,1998,26
hti,1999,27.7
hti,2000,27.34
hti,2001,25.86
hti,2002,25.07
