geo,hydro_power_generation_total,time
slv,48320.00,1974
slv,24590.00,1975
slv,16850.00,1976
slv,35340.00,1977
slv,57270.00,1978
slv,88650.00,1979
slv,81340.00,1980
slv,46950.00,1981
slv,38870.00,1982
slv,69050.00,1983
slv,74720.00,1984
slv,100700.00,1985
slv,105800.00,1986
slv,97510.00,1987
slv,112000.00,1988
slv,122500.00,1989
slv,141700.00,1990
slv,109000.00,1991
slv,121800.00,1992
slv,130500.00,1993
slv,124500.00,1994
slv,126500.00,1995
slv,161900.00,1996
slv,122900.00,1997
slv,134700.00,1998
slv,151900.00,1999
slv,101000.00,2000
slv,100100.00,2001
slv,97940.00,2002
slv,126100.00,2003
slv,119300.00,2004
slv,143500.00,2005
slv,168700.00,2006
slv,149500.00,2007
slv,175200.00,2008
slv,129400.00,2009
slv,179200.00,2010
est,85.98,1992
est,85.98,1993
est,258.00,1994
est,172.00,1995
est,172.00,1996
est,258.00,1997
est,343.90,1998
est,343.90,1999
est,429.90,2000
est,601.90,2001
est,515.90,2002
est,1118.00,2003
est,1892.00,2004
est,1892.00,2005
est,1204.00,2006
est,1806.00,2007
est,2408.00,2008
est,2752.00,2009
est,2322.00,2010
est,2580.00,2011
eth,26140.00,1971
eth,26830.00,1972
eth,28630.00,1973
eth,29920.00,1974
eth,30010.00,1975
eth,31210.00,1976
eth,32240.00,1977
eth,34910.00,1978
eth,37750.00,1979
eth,41620.00,1980
eth,43590.00,1981
eth,49870.00,1982
eth,54170.00,1983
eth,59330.00,1984
eth,58040.00,1985
eth,61650.00,1986
eth,61990.00,1987
eth,61220.00,1988
eth,61990.00,1989
eth,91320.00,1990
eth,93040.00,1991
eth,98970.00,1992
eth,108600.00,1993
eth,116400.00,1994
eth,122800.00,1995
eth,129800.00,1996
eth,134700.00,1997
eth,135800.00,1998
eth,138000.00,1999
eth,141500.00,2000
eth,171300.00,2001
eth,173900.00,2002
eth,196000.00,2003
eth,216800.00,2004
eth,243600.00,2005
eth,280200.00,2006
eth,291100.00,2007
eth,283400.00,2008
eth,303000.00,2009
eth,424000.00,2010
fin,453100.00,1960
fin,689900.00,1961
fin,840100.00,1962
fin,719900.00,1963
fin,716800.00,1964
fin,804300.00,1965
fin,892600.00,1966
fin,999900.00,1967
fin,901900.00,1968
fin,751900.00,1969
fin,796000.00,1970
fin,913800.00,1971
fin,887600.00,1972
fin,904100.00,1973
fin,1086000.00,1974
fin,1045000.00,1975
fin,811300.00,1976
fin,1042000.00,1977
fin,837700.00,1978
fin,934700.00,1979
fin,878400.00,1980
fin,1174000.00,1981
fin,1125000.00,1982
fin,1168000.00,1983
fin,1139000.00,1984
fin,1060000.00,1985
fin,1065000.00,1986
fin,1186000.00,1987
fin,1149000.00,1988
fin,1120000.00,1989
fin,933700.00,1990
fin,1135000.00,1991
fin,1299000.00,1992
fin,1159000.00,1993
fin,1013000.00,1994
fin,1111000.00,1995
fin,1020000.00,1996
fin,1053000.00,1997
fin,1294000.00,1998
fin,1099000.00,1999
fin,1261000.00,2000
fin,1135000.00,2001
fin,926600.00,2002
fin,824700.00,2003
fin,1296000.00,2004
fin,1185000.00,2005
fin,988300.00,2006
fin,1219000.00,2007
fin,1471000.00,2008
fin,1091000.00,2009
fin,1111000.00,2010
fin,1073000.00,2011
fra,3516000.00,1960
fra,3329000.00,1961
fra,3118000.00,1962
fra,3784000.00,1963
fra,3027000.00,1964
fra,4031000.00,1965
fra,4488000.00,1966
fra,3901000.00,1967
fra,4335000.00,1968
fra,4551000.00,1969
fra,4873000.00,1970
fra,4200000.00,1971
fra,4198000.00,1972
fra,4100000.00,1973
fra,4834000.00,1974
fra,5168000.00,1975
fra,4175000.00,1976
fra,6562000.00,1977
fra,5877000.00,1978
fra,5710000.00,1979
fra,5977000.00,1980
fra,6207000.00,1981
fra,6067000.00,1982
fra,5970000.00,1983
fra,5648000.00,1984
fra,5324000.00,1985
fra,5373000.00,1986
fra,6062000.00,1987
fra,6580000.00,1988
fra,4010000.00,1989
fra,4626000.00,1990
fra,4953000.00,1991
fra,5930000.00,1992
fra,5582000.00,1993
fra,6777000.00,1994
fra,6270000.00,1995
fra,5683000.00,1996
fra,5485000.00,1997
fra,5340000.00,1998
fra,6239000.00,1999
fra,5773000.00,2000
fra,6417000.00,2001
fra,5210000.00,2002
fra,5087000.00,2003
fra,5148000.00,2004
fra,4449000.00,2005
fra,4829000.00,2006
fra,4981000.00,2007
fra,5469000.00,2008
fra,4919000.00,2009
fra,5332000.00,2010
fra,3878000.00,2011
gab,429.90,1972
gab,429.90,1973
gab,8598.00,1974
gab,12300.00,1975
gab,13930.00,1976
gab,25880.00,1977
gab,25450.00,1978
gab,26660.00,1979
gab,22360.00,1980
gab,35430.00,1981
gab,41870.00,1982
gab,47030.00,1983
gab,52450.00,1984
gab,57350.00,1985
gab,59590.00,1986
gab,60020.00,1987
gab,60960.00,1988
gab,58040.00,1989
gab,60620.00,1990
gab,60790.00,1991
gab,61220.00,1992
gab,61050.00,1993
gab,64140.00,1994
gab,68010.00,1995
gab,66210.00,1996
gab,69560.00,1997
gab,69820.00,1998
gab,71450.00,1999
gab,69050.00,2000
gab,75490.00,2001
gab,79360.00,2002
gab,77390.00,2003
gab,76780.00,2004
gab,69820.00,2005
gab,81260.00,2006
gab,68870.00,2007
gab,76870.00,2008
gab,76180.00,2009
gab,69560.00,2010
geo,651500.00,1990
geo,638300.00,1991
geo,559200.00,1992
geo,567700.00,1993
geo,582300.00,1994
geo,447400.00,1995
geo,515900.00,1996
geo,519900.00,1997
geo,547900.00,1998
geo,553900.00,1999
geo,503900.00,2000
geo,476500.00,2001
geo,581900.00,2002
geo,561100.00,2003
geo,520100.00,2004
geo,536200.00,2005
geo,457000.00,2006
geo,586200.00,2007
geo,615800.00,2008
geo,637300.00,2009
geo,805400.00,2010
deu,1035000.00,1960
deu,1025000.00,1961
deu,980700.00,1962
deu,962500.00,1963
deu,952400.00,1964
deu,1226000.00,1965
deu,1359000.00,1966
deu,1317000.00,1967
deu,1343000.00,1968
deu,1128000.00,1969
deu,1507000.00,1970
deu,1157000.00,1971
deu,1135000.00,1972
deu,1310000.00,1973
deu,1517000.00,1974
deu,1466000.00,1975
deu,1191000.00,1976
deu,1511000.00,1977
deu,1579000.00,1978
deu,1580000.00,1979
deu,1640000.00,1980
deu,1712000.00,1981
deu,1697000.00,1982
deu,1608000.00,1983
deu,1588000.00,1984
deu,1494000.00,1985
deu,1596000.00,1986
deu,1749000.00,1987
deu,1725000.00,1988
deu,1567000.00,1989
deu,1498000.00,1990
deu,1280000.00,1991
deu,1496000.00,1992
deu,1537000.00,1993
deu,1714000.00,1994
deu,1873000.00,1995
deu,1888000.00,1996
deu,1492000.00,1997
deu,1480000.00,1998
deu,1689000.00,1999
deu,1869000.00,2000
deu,1955000.00,2001
deu,1988000.00,2002
deu,1656000.00,2003
deu,1812000.00,2004
deu,1684000.00,2005
deu,1714000.00,2006
deu,1797000.00,2007
deu,1801000.00,2008
deu,1604000.00,2009
deu,1756000.00,2010
deu,1580000.00,2011
gha,250100.00,1971
gha,285600.00,1972
gha,332900.00,1973
gha,350600.00,1974
gha,339600.00,1975
gha,358900.00,1976
gha,377800.00,1977
gha,319900.00,1978
gha,398200.00,1979
gha,453700.00,1980
gha,459200.00,1981
gha,424800.00,1982
gha,219100.00,1983
gha,154700.00,1984
gha,256800.00,1985
gha,375900.00,1986
gha,402100.00,1987
gha,413400.00,1988
gha,449800.00,1989
gha,491900.00,1990
gha,525300.00,1991
gha,567700.00,1992
gha,540900.00,1993
gha,523000.00,1994
gha,524200.00,1995
gha,569600.00,1996
gha,589100.00,1997
gha,329300.00,1998
gha,444500.00,1999
gha,568400.00,2000
gha,568200.00,2001
gha,433000.00,2002
gha,334000.00,2003
gha,454100.00,2004
gha,484000.00,2005
gha,483100.00,2006
gha,320500.00,2007
gha,532700.00,2008
gha,591300.00,2009
gha,601500.00,2010
grc,39980.00,1960
grc,49960.00,1961
grc,55550.00,1962
grc,72830.00,1963
grc,67930.00,1964
grc,68870.00,1965
grc,148800.00,1966
grc,142700.00,1967
grc,117600.00,1968
grc,176700.00,1969
grc,226700.00,1970
grc,228000.00,1971
grc,230200.00,1972
grc,191100.00,1973
grc,201800.00,1974
grc,173300.00,1975
grc,161600.00,1976
grc,165300.00,1977
grc,256900.00,1978
grc,306600.00,1979
grc,292800.00,1980
grc,292900.00,1981
grc,306200.00,1982
grc,201200.00,1983
grc,246100.00,1984
grc,241200.00,1985
grc,278200.00,1986
grc,239000.00,1987
grc,203400.00,1988
grc,163400.00,1989
grc,152100.00,1990
grc,266500.00,1991
grc,189400.00,1992
grc,196200.00,1993
grc,223500.00,1994
grc,303400.00,1995
grc,373900.00,1996
grc,333800.00,1997
grc,319600.00,1998
grc,394800.00,1999
grc,317500.00,2000
grc,180300.00,2001
grc,240800.00,2002
grc,409800.00,2003
grc,401700.00,2004
grc,431400.00,2005
grc,504300.00,2006
grc,222800.00,2007
grc,284800.00,2008
grc,462100.00,2009
grc,641400.00,2010
grc,329400.00,2011
gtm,22360.00,1971
gtm,19170.00,1972
gtm,20030.00,1973
gtm,21580.00,1974
gtm,24420.00,1975
gtm,26910.00,1976
gtm,20120.00,1977
gtm,24330.00,1978
gtm,23650.00,1979
gtm,20120.00,1980
gtm,24760.00,1981
gtm,34220.00,1982
gtm,56580.00,1983
gtm,42650.00,1984
gtm,47640.00,1985
gtm,119100.00,1986
gtm,117800.00,1987
gtm,127300.00,1988
gtm,143700.00,1989
gtm,147700.00,1990
gtm,147700.00,1991
gtm,124400.00,1992
gtm,132200.00,1993
gtm,140500.00,1994
gtm,163300.00,1995
gtm,160900.00,1996
gtm,158500.00,1997
gtm,179400.00,1998
gtm,197200.00,1999
gtm,216900.00,2000
gtm,189200.00,2001
gtm,167700.00,2002
gtm,159200.00,2003
gtm,265600.00,2004
gtm,326700.00,2005
gtm,305800.00,2006
gtm,277600.00,2007
gtm,316700.00,2008
gtm,215800.00,2009
gtm,283200.00,2010
hti,2322.00,1971
hti,6793.00,1972
hti,7223.00,1973
hti,10830.00,1974
hti,14790.00,1975
hti,14620.00,1976
hti,13240.00,1977
hti,16340.00,1978
hti,16680.00,1979
hti,18920.00,1980
hti,21410.00,1981
hti,20810.00,1982
hti,16940.00,1983
hti,17200.00,1984
hti,18570.00,1985
hti,27340.00,1986
hti,27520.00,1987
hti,33710.00,1988
hti,34910.00,1989
hti,39290.00,1990
hti,28550.00,1991
hti,27600.00,1992
hti,23560.00,1993
hti,20030.00,1994
hti,21750.00,1995
hti,23390.00,1996
hti,17200.00,1997
hti,26310.00,1998
hti,34820.00,1999
hti,24330.00,2000
hti,24330.00,2001
hti,22360.00,2002
hti,21930.00,2003
hti,22360.00,2004
hti,22790.00,2005
hti,23300.00,2006
hti,13240.00,2007
hti,15560.00,2008
hti,17800.00,2009
hti,15220.00,2010
hnd,20810.00,1971
hnd,26140.00,1972
hnd,30870.00,1973
hnd,34390.00,1974
hnd,36110.00,1975
hnd,37150.00,1976
hnd,40330.00,1977
hnd,55630.00,1978
hnd,63710.00,1979
hnd,67240.00,1980
hnd,70590.00,1981
hnd,72740.00,1982
hnd,71450.00,1983
hnd,75150.00,1984
hnd,112200.00,1985
hnd,122800.00,1986
hnd,150200.00,1987
hnd,163400.00,1988
hnd,171500.00,1989
hnd,196000.00,1990
hnd,198800.00,1991
hnd,188500.00,1992
hnd,194200.00,1993
hnd,156200.00,1994
hnd,143900.00,1995
hnd,175300.00,1996
hnd,179300.00,1997
hnd,165300.00,1998
hnd,183600.00,1999
hnd,194300.00,2000
hnd,163700.00,2001
hnd,138500.00,2002
hnd,149700.00,2003
hnd,120500.00,2004
hnd,147700.00,2005
hnd,178000.00,2006
hnd,190400.00,2007
hnd,197000.00,2008
hnd,240500.00,2009
hnd,255000.00,2010
hun,6449.00,1965
hun,8598.00,1966
hun,7051.00,1967
hun,7653.00,1968
hun,8169.00,1969
hun,7567.00,1970
hun,8255.00,1971
hun,9458.00,1972
hun,8684.00,1973
hun,6965.00,1974
hun,14020.00,1975
hun,14190.00,1976
hun,12810.00,1977
hun,11870.00,1978
hun,12550.00,1979
hun,9630.00,1980
hun,14450.00,1981
hun,13670.00,1982
hun,13330.00,1983
hun,15560.00,1984
hun,13330.00,1985
hun,13240.00,1986
hun,14530.00,1987
hun,14530.00,1988
hun,13590.00,1989
hun,15310.00,1990
hun,16680.00,1991
hun,13590.00,1992
hun,14270.00,1993
hun,13840.00,1994
hun,14020.00,1995
hun,17800.00,1996
hun,18570.00,1997
hun,13330.00,1998
hun,15560.00,1999
hun,15310.00,2000
hun,15990.00,2001
hun,16680.00,2002
hun,14700.00,2003
hun,17630.00,2004
hun,17370.00,2005
hun,15990.00,2006
hun,18060.00,2007
hun,18310.00,2008
hun,19600.00,2009
hun,16170.00,2010
hun,19090.00,2011
isl,45230.00,1960
isl,49790.00,1961
isl,51250.00,1962
isl,54340.00,1963
isl,56410.00,1964
isl,55370.00,1965
isl,54170.00,1966
isl,57520.00,1967
isl,59420.00,1968
isl,74290.00,1969
isl,123000.00,1970
isl,134000.00,1971
isl,148200.00,1972
isl,189800.00,1973
isl,196500.00,1974
isl,191900.00,1975
isl,204000.00,1976
isl,218900.00,1977
isl,226500.00,1978
isl,245100.00,1979
isl,265400.00,1980
isl,268300.00,1981
isl,296200.00,1982
isl,312000.00,1983
isl,324900.00,1984
isl,318500.00,1985
isl,334000.00,1986
isl,340200.00,1987
isl,362100.00,1988
isl,366200.00,1989
isl,361500.00,1990
isl,361500.00,1991
isl,370600.00,1992
isl,384000.00,1993
isl,388200.00,1994
isl,402600.00,1995
isl,410300.00,1996
isl,447700.00,1997
isl,483300.00,1998
isl,519900.00,1999
isl,546500.00,2000
isl,565600.00,2001
isl,599900.00,2002
isl,609500.00,2003
isl,613400.00,2004
isl,603500.00,2005
isl,627100.00,2006
isl,721800.00,2007
isl,1069000.00,2008
isl,1056000.00,2009
isl,1083000.00,2010
isl,1075000.00,2011
ind,2410000.00,1971
ind,2339000.00,1972
ind,2492000.00,1973
ind,2397000.00,1974
ind,2864000.00,1975
ind,2996000.00,1976
ind,3269000.00,1977
ind,4056000.00,1978
ind,3912000.00,1979
ind,4003000.00,1980
ind,4263000.00,1981
ind,4160000.00,1982
ind,4297000.00,1983
ind,4640000.00,1984
ind,4389000.00,1985
ind,4631000.00,1986
ind,4081000.00,1987
ind,4977000.00,1988
ind,5342000.00,1989
ind,6161000.00,1990
ind,6258000.00,1991
ind,6009000.00,1992
ind,6060000.00,1993
ind,7113000.00,1994
ind,6242000.00,1995
ind,5927000.00,1996
ind,6420000.00,1997
ind,7137000.00,1998
ind,6952000.00,1999
ind,6403000.00,2000
ind,6337000.00,2001
ind,5512000.00,2002
ind,6478000.00,2003
ind,7285000.00,2004
ind,8747000.00,2005
ind,9778000.00,2006
ind,10370000.00,2007
ind,9479000.00,2008
ind,8961000.00,2009
ind,9839000.00,2010
idn,66470.00,1971
idn,56750.00,1972
idn,88560.00,1973
idn,94070.00,1974
idn,102600.00,1975
idn,93900.00,1976
idn,95530.00,1977
idn,119000.00,1978
idn,123300.00,1979
idn,115600.00,1980
idn,140100.00,1981
idn,113300.00,1982
idn,156100.00,1983
idn,182100.00,1984
idn,257100.00,1985
idn,432500.00,1986
idn,383200.00,1987
idn,454100.00,1988
idn,575100.00,1989
idn,490800.00,1990
idn,569800.00,1991
idn,757700.00,1992
idn,677900.00,1993
idn,524700.00,1994
idn,647500.00,1995
idn,701700.00,1996
idn,439000.00,1997
idn,832400.00,1998
idn,808300.00,1999
idn,861200.00,2000
idn,1002000.00,2001
idn,854100.00,2002
idn,782400.00,2003
idn,831800.00,2004
idn,922200.00,2005
idn,827400.00,2006
idn,970400.00,2007
idn,991200.00,2008
idn,978800.00,2009
idn,1520000.00,2010
irn,230400.00,1971
irn,303400.00,1972
irn,244400.00,1973
irn,294200.00,1974
irn,296200.00,1975
irn,341800.00,1976
irn,362300.00,1977
irn,537300.00,1978
irn,466000.00,1979
irn,483200.00,1980
irn,535600.00,1981
irn,554300.00,1982
irn,533400.00,1983
irn,494400.00,1984
irn,477200.00,1985
irn,646300.00,1986
irn,721400.00,1987
irn,628600.00,1988
irn,646800.00,1989
irn,523000.00,1990
irn,606700.00,1991
irn,819400.00,1992
irn,844600.00,1993
irn,640200.00,1994
irn,626700.00,1995
irn,635600.00,1996
irn,595800.00,1997
irn,605300.00,1998
irn,425000.00,1999
irn,313800.00,2000
irn,434800.00,2001
irn,692200.00,2002
irn,954300.00,2003
irn,913800.00,2004
irn,1384000.00,2005
irn,1571000.00,2006
irn,1547000.00,2007
irn,430200.00,2008
irn,621900.00,2009
irn,819100.00,2010
irq,17200.00,1971
irq,17200.00,1972
irq,24940.00,1973
irq,34390.00,1974
irq,39640.00,1975
irq,39470.00,1976
irq,48670.00,1977
irq,60880.00,1978
irq,88740.00,1979
irq,59330.00,1980
irq,52450.00,1981
irq,51590.00,1982
irq,51590.00,1983
irq,52450.00,1984
irq,52450.00,1985
irq,51590.00,1986
irq,223600.00,1987
irq,223600.00,1988
irq,223600.00,1989
irq,223600.00,1990
irq,77390.00,1991
irq,60190.00,1992
irq,51590.00,1993
irq,48150.00,1994
irq,49010.00,1995
irq,49010.00,1996
irq,49960.00,1997
irq,50990.00,1998
irq,52020.00,1999
irq,52540.00,2000
irq,53140.00,2001
irq,44450.00,2002
irq,37230.00,2003
irq,42390.00,2004
irq,515900.00,2005
irq,524200.00,2006
irq,493200.00,2007
irq,299700.00,2008
irq,277500.00,2009
irq,409800.00,2010
irl,80140.00,1960
irl,63460.00,1961
irl,56660.00,1962
irl,56320.00,1963
irl,67410.00,1964
irl,80910.00,1965
irl,73260.00,1966
irl,68530.00,1967
irl,66290.00,1968
irl,50130.00,1969
irl,68960.00,1970
irl,40070.00,1971
irl,58640.00,1972
irl,55370.00,1973
irl,67580.00,1974
irl,44800.00,1975
irl,51070.00,1976
irl,64400.00,1977
irl,60020.00,1978
irl,71020.00,1979
irl,72060.00,1980
irl,74120.00,1981
irl,68960.00,1982
irl,67410.00,1983
irl,59160.00,1984
irl,71630.00,1985
irl,79020.00,1986
irl,58560.00,1987
irl,74980.00,1988
irl,59500.00,1989
irl,59930.00,1990
irl,64140.00,1991
irl,70250.00,1992
irl,65780.00,1993
irl,79110.00,1994
irl,61310.00,1995
irl,62080.00,1996
irl,58300.00,1997
irl,78760.00,1998
irl,72740.00,1999
irl,72740.00,2000
irl,51250.00,2001
irl,78420.00,2002
irl,51420.00,2003
irl,54170.00,2004
irl,54260.00,2005
irl,62250.00,2006
irl,57350.00,2007
irl,83320.00,2008
irl,77560.00,2009
irl,51500.00,2010
irl,60790.00,2011
isr,172.00,1981
isr,172.00,1982
isr,85.98,1983
isr,172.00,1984
isr,172.00,1985
isr,515.90,1986
isr,859.80,1987
isr,859.80,1988
isr,258.00,1989
isr,258.00,1990
isr,515.90,1991
isr,2494.00,1992
isr,2236.00,1993
isr,1978.00,1994
isr,2150.00,1995
isr,2064.00,1996
isr,2150.00,1997
isr,2150.00,1998
isr,2837.00,1999
isr,2666.00,2000
isr,859.80,2001
isr,1806.00,2002
isr,2666.00,2003
isr,2408.00,2004
isr,2408.00,2005
isr,1290.00,2006
isr,1204.00,2007
isr,1376.00,2008
isr,1892.00,2009
isr,2494.00,2010
isr,2408.00,2011
ita,3943000.00,1960
ita,3588000.00,1961
ita,3350000.00,1962
ita,3937000.00,1963
ita,3353000.00,1964
ita,3666000.00,1965
ita,3759000.00,1966
ita,3641000.00,1967
ita,3670000.00,1968
ita,3540000.00,1969
ita,3471000.00,1970
ita,3360000.00,1971
ita,3555000.00,1972
ita,3226000.00,1973
ita,3250000.00,1974
ita,3527000.00,1975
ita,3369000.00,1976
ita,4397000.00,1977
ita,3912000.00,1978
ita,3951000.00,1979
ita,3890000.00,1980
ita,3700000.00,1981
ita,3565000.00,1982
ita,3564000.00,1983
ita,3646000.00,1984
ita,3533000.00,1985
ita,3534000.00,1986
ita,3397000.00,1987
ita,3498000.00,1988
ita,2928000.00,1989
ita,2719000.00,1990
ita,3632000.00,1991
ita,3629000.00,1992
ita,3562000.00,1993
ita,3840000.00,1994
ita,3249000.00,1995
ita,3615000.00,1996
ita,3577000.00,1997
ita,3544000.00,1998
ita,3901000.00,1999
ita,3801000.00,2000
ita,4025000.00,2001
ita,3398000.00,2002
ita,3153000.00,2003
ita,3640000.00,2004
ita,3101000.00,2005
ita,3181000.00,2006
ita,2822000.00,2007
ita,3579000.00,2008
ita,4225000.00,2009
ita,4395000.00,2010
ita,3985000.00,2011
jam,10830.00,1971
jam,12120.00,1972
jam,8512.00,1973
jam,10490.00,1974
jam,11260.00,1975
jam,9458.00,1976
jam,9372.00,1977
jam,9888.00,1978
jam,9888.00,1979
jam,10320.00,1980
jam,10750.00,1981
jam,11610.00,1982
jam,12900.00,1983
jam,12900.00,1984
jam,12900.00,1985
jam,12900.00,1986
jam,10750.00,1987
jam,8684.00,1988
jam,10920.00,1989
jam,7567.00,1990
jam,8255.00,1991
jam,7481.00,1992
jam,6191.00,1993
jam,7653.00,1994
jam,8255.00,1995
jam,8770.00,1996
jam,9458.00,1997
jam,9802.00,1998
jam,9974.00,1999
jam,9888.00,2000
jam,5159.00,2001
jam,8083.00,2002
jam,10060.00,2003
jam,11520.00,2004
jam,13070.00,2005
jam,14270.00,2006
jam,13760.00,2007
jam,13590.00,2008
jam,12040.00,2009
jam,13070.00,2010
jpn,5030000.00,1960
jpn,5847000.00,1961
jpn,5365000.00,1962
jpn,5930000.00,1963
jpn,5913000.00,1964
jpn,6541000.00,1965
jpn,6823000.00,1966
jpn,5894000.00,1967
jpn,6316000.00,1968
jpn,6479000.00,1969
jpn,6483000.00,1970
jpn,7240000.00,1971
jpn,7317000.00,1972
jpn,5742000.00,1973
jpn,7109000.00,1974
jpn,7172000.00,1975
jpn,7187000.00,1976
jpn,6274000.00,1977
jpn,6023000.00,1978
jpn,6943000.00,1979
jpn,7592000.00,1980
jpn,7532000.00,1981
jpn,7017000.00,1982
jpn,7246000.00,1983
jpn,6158000.00,1984
jpn,7126000.00,1985
jpn,6949000.00,1986
jpn,6431000.00,1987
jpn,7764000.00,1988
jpn,7888000.00,1989
jpn,7679000.00,1990
jpn,8383000.00,1991
jpn,7098000.00,1992
jpn,8219000.00,1993
jpn,5784000.00,1994
jpn,7061000.00,1995
jpn,6923000.00,1996
jpn,7721000.00,1997
jpn,7955000.00,1998
jpn,7430000.00,1999
jpn,7502000.00,2000
jpn,7237000.00,2001
jpn,7083000.00,2002
jpn,8135000.00,2003
jpn,8088000.00,2004
jpn,6575000.00,2005
jpn,7526000.00,2006
jpn,6364000.00,2007
jpn,6573000.00,2008
jpn,6612000.00,2009
jpn,7069000.00,2010
jpn,7165000.00,2011
jor,258.00,1986
jor,1634.00,1987
jor,2322.00,1988
jor,1462.00,1989
jor,945.80,1990
jor,601.90,1991
jor,1290.00,1992
jor,1892.00,1993
jor,1204.00,1994
jor,1548.00,1995
jor,1892.00,1996
jor,1462.00,1997
jor,1118.00,1998
jor,1204.00,1999
jor,3353.00,2000
jor,3697.00,2001
jor,4557.00,2002
jor,3525.00,2003
jor,4557.00,2004
jor,4901.00,2005
jor,4385.00,2006
jor,5245.00,2007
jor,5331.00,2008
jor,5073.00,2009
jor,5245.00,2010
kaz,633400.00,1990
kaz,619100.00,1991
kaz,590400.00,1992
kaz,656000.00,1993
kaz,789300.00,1994
kaz,716300.00,1995
kaz,630400.00,1996
kaz,558800.00,1997
kaz,528000.00,1998
kaz,527300.00,1999
kaz,647500.00,2000
kaz,694800.00,2001
kaz,764400.00,2002
kaz,741600.00,2003
kaz,692800.00,2004
kaz,675500.00,2005
kaz,667900.00,2006
kaz,702600.00,2007
kaz,641400.00,2008
kaz,591500.00,2009
kaz,689800.00,2010
ken,29150.00,1971
ken,34480.00,1972
ken,35080.00,1973
ken,47030.00,1974
ken,55800.00,1975
ken,50130.00,1976
ken,64400.00,1977
ken,92260.00,1978
ken,112500.00,1979
ken,91140.00,1980
ken,122100.00,1981
ken,128400.00,1982
ken,149600.00,1983
ken,148200.00,1984
ken,173300.00,1985
ken,144500.00,1986
ken,164300.00,1987
ken,199700.00,1988
ken,212300.00,1989
ken,213000.00,1990
ken,238200.00,1991
ken,240400.00,1992
ken,257400.00,1993
ken,263800.00,1994
ken,272000.00,1995
ken,288400.00,1996
ken,280200.00,1997
ken,281500.00,1998
ken,209400.00,1999
ken,113900.00,2000
ken,206600.00,2001
ken,268200.00,2002
ken,280300.00,2003
ken,246700.00,2004
ken,260200.00,2005
ken,281900.00,2006
ken,299900.00,2007
ken,245000.00,2008
ken,186600.00,2009
ken,294700.00,2010
prk,787600.00,1971
prk,801400.00,1972
prk,815100.00,1973
prk,828900.00,1974
prk,842600.00,1975
prk,856400.00,1976
prk,870200.00,1977
prk,883900.00,1978
prk,897700.00,1979
prk,911400.00,1980
prk,925200.00,1981
prk,939000.00,1982
prk,952700.00,1983
prk,966500.00,1984
prk,1058000.00,1985
prk,1118000.00,1986
prk,1169000.00,1987
prk,1290000.00,1988
prk,1290000.00,1989
prk,1341000.00,1990
prk,1290000.00,1991
prk,1221000.00,1992
prk,1144000.00,1993
prk,1187000.00,1994
prk,1221000.00,1995
prk,1075000.00,1996
prk,920000.00,1997
prk,877000.00,1998
prk,885600.00,1999
prk,877000.00,2000
prk,911400.00,2001
prk,913200.00,2002
prk,1008000.00,2003
prk,1075000.00,2004
prk,1129000.00,2005
prk,1085000.00,2006
prk,1142000.00,2007
prk,1210000.00,2008
prk,1072000.00,2009
prk,1153000.00,2010
kor,113500.00,1971
kor,117500.00,1972
kor,110400.00,1973
kor,163900.00,1974
kor,144700.00,1975
kor,153800.00,1976
kor,119800.00,1977
kor,155500.00,1978
kor,200200.00,1979
kor,170600.00,1980
kor,232900.00,1981
kor,172400.00,1982
kor,234100.00,1983
kor,206300.00,1984
kor,314600.00,1985
kor,345600.00,1986
kor,459500.00,1987
kor,306600.00,1988
kor,394500.00,1989
kor,546900.00,1990
kor,299700.00,1991
kor,266300.00,1992
kor,363500.00,1993
kor,201700.00,1994
kor,237300.00,1995
kor,208400.00,1996
kor,241900.00,1997
kor,367900.00,1998
kor,357600.00,1999
kor,344800.00,2000
kor,356900.00,2001
kor,278000.00,2002
kor,421500.00,2003
kor,372300.00,2004
kor,315800.00,2005
kor,298200.00,2006
kor,312200.00,2007
kor,264000.00,2008
kor,241900.00,2009
kor,316600.00,2010
kor,406100.00,2011
kos,4471.00,2000
kos,4471.00,2001
kos,4471.00,2002
kos,4471.00,2003
kos,9716.00,2004
kos,9630.00,2005
kos,8684.00,2006
kos,8083.00,2007
kos,6535.00,2008
kos,10320.00,2009
kos,13410.00,2010
kgz,858600.00,1990
kgz,864800.00,1991
kgz,791100.00,1992
kgz,781200.00,1993
kgz,1008000.00,1994
kgz,956000.00,1995
kgz,1054000.00,1996
kgz,940200.00,1997
kgz,854900.00,1998
kgz,1044000.00,1999
kgz,1177000.00,2000
kgz,1069000.00,2001
kgz,927500.00,2002
kgz,1162000.00,2003
kgz,1212000.00,2004
kgz,1226000.00,2005
kgz,1280000.00,2006
kgz,1199000.00,2007
kgz,923500.00,2008
kgz,852100.00,2009
kgz,888200.00,2010
lva,386600.00,1990
lva,281600.00,1991
lva,216800.00,1992
lva,247300.00,1993
lva,284200.00,1994
lva,252500.00,1995
lva,159900.00,1996
lva,253900.00,1997
lva,371100.00,1998
lva,237100.00,1999
lva,242400.00,2000
lva,243600.00,2001
lva,211900.00,2002
lva,194800.00,2003
lva,267300.00,2004
lva,286000.00,2005
lva,232000.00,2006
lva,235000.00,2007
lva,267300.00,2008
lva,297200.00,2009
lva,302700.00,2010
