geo,time,inflation_annual_percent
caf,1984,1.42
caf,1985,34.15
caf,1986,-3.61
caf,1987,-1.242
caf,1988,3.159
caf,1989,3.863
caf,1990,2.266
caf,1991,-1.636
caf,1992,2.398
caf,1993,-3.438
caf,1994,22.75
caf,1995,10.31
caf,1996,1.823
caf,1997,1.368
caf,1998,0.987
caf,1999,1.134
caf,2000,3.155
caf,2001,3.558
caf,2002,2.998
caf,2003,-1.332
caf,2004,0.2977
caf,2005,3.682
caf,2006,4.474
caf,2007,1.522
caf,2008,7.083
caf,2009,3.533
caf,2010,1.775
caf,2011,0.8414
tcd,1961,5.063
tcd,1962,1.535
tcd,1963,5.642
tcd,1964,8.231
tcd,1965,5.666
tcd,1966,5.983
tcd,1967,3.279
tcd,1968,2.031
tcd,1969,2.067
tcd,1970,3.86
tcd,1971,8.992
tcd,1972,5.554
tcd,1973,6.714
tcd,1974,3.736
tcd,1975,8.221
tcd,1976,8.45
tcd,1977,8.618
tcd,1978,9.9
tcd,1979,8.19
tcd,1980,8.735
tcd,1981,8.055
tcd,1982,9.221
tcd,1983,0.01213
tcd,1984,24.07
tcd,1985,-5.113
tcd,1986,-16.93
tcd,1987,-3.133
tcd,1988,9.362
tcd,1989,-1.253
tcd,1990,8.012
tcd,1991,3.073
tcd,1992,-12.91
tcd,1993,-1.315
tcd,1994,43.54
tcd,1995,8.833
tcd,1996,11.46
tcd,1997,3.783
tcd,1998,6.749
tcd,1999,-7.573
tcd,2000,5.29
tcd,2001,13.8
tcd,2002,1.908
tcd,2003,0.079
tcd,2004,9.734
tcd,2005,2.193
tcd,2006,13.81
tcd,2007,5.086
tcd,2008,11.94
tcd,2009,-9.599
tcd,2010,11.94
tcd,2011,2.634
chanisl,1999,3.91
chanisl,2000,3.892
chanisl,2001,3.302
chanisl,2002,4.383
chanisl,2003,4.354
chanisl,2004,3.798
chanisl,2005,2.505
chanisl,2006,3.279
chanisl,2007,3.336
chl,1961,7.474
chl,1962,12.02
chl,1963,43.95
chl,1964,46.41
chl,1965,41.16
chl,1966,28.49
chl,1967,25.17
chl,1968,33.82
chl,1969,40.03
chl,1970,40.69
chl,1971,18.26
chl,1972,85.54
chl,1973,414
chl,1974,665.4
chl,1975,334.6
chl,1976,250.6
chl,1977,105.8
chl,1978,57.66
chl,1979,45.73
chl,1980,28.76
chl,1981,13.04
chl,1982,8.531
chl,1983,30.66
chl,1984,12.61
chl,1985,30.71
chl,1986,22.1
chl,1987,25.83
chl,1988,22.67
chl,1989,13.52
chl,1990,22.46
chl,1991,22.44
chl,1992,12.89
chl,1993,11.75
chl,1994,13.73
chl,1995,10.42
chl,1996,2.727
chl,1997,4.27
chl,1998,1.926
chl,1999,2.432
chl,2000,4.56
chl,2001,3.793
chl,2002,4.168
chl,2003,6.228
chl,2004,7.478
chl,2005,13.31
chl,2006,12.65
chl,2007,4.844
chl,2008,0.473
chl,2009,4.225
chl,2010,7.471
chl,2011,2.78
chn,1961,11.97
chn,1962,-1.229
chn,1963,-1.929
chn,1964,0.6351
chn,1965,2.206
chn,1966,-1.67
chn,1967,0.7026
chn,1968,1.289
chn,1969,-3.793
chn,1970,-2.643
chn,1971,0.6642
chn,1972,-0.01998
chn,1973,0.1424
chn,1974,0.2306
chn,1975,-1.165
chn,1976,-0.1913
chn,1977,1.089
chn,1978,1.92
chn,1979,3.579
chn,1980,3.793
chn,1981,2.293
chn,1982,-0.2499
chn,1983,1
chn,1984,4.936
chn,1985,10.2
chn,1986,4.748
chn,1987,5.158
chn,1988,12.08
chn,1989,8.511
chn,1990,5.838
chn,1991,6.849
chn,1992,8.237
chn,1993,15.12
chn,1994,20.61
chn,1995,13.74
chn,1996,6.435
chn,1997,1.513
chn,1998,-0.8585
chn,1999,-1.255
chn,2000,2.062
chn,2001,2.053
chn,2002,0.5842
chn,2003,2.612
chn,2004,6.913
chn,2005,3.93
chn,2006,3.786
chn,2007,7.602
chn,2008,7.798
chn,2009,-0.5933
chn,2010,6.684
chn,2011,7.754
col,1961,8.082
col,1962,6.581
col,1963,23.42
col,1964,16.17
col,1965,9.438
col,1966,14.96
col,1967,8.326
col,1968,9.046
col,1969,8.026
col,1970,11.88
col,1971,10.82
col,1972,12.97
col,1973,20.16
col,1974,25.38
col,1975,22.9
col,1976,25.35
col,1977,29.17
col,1978,17.11
col,1979,24.04
col,1980,27.6
col,1981,22.78
col,1982,24.77
col,1983,20.39
col,1984,22.18
col,1985,24.91
col,1986,29.15
col,1987,23.37
col,1988,27.76
col,1989,24.68
col,1990,26.11
col,1991,26.19
col,1992,22.23
col,1993,27.95
col,1994,45.36
col,1995,18.85
col,1996,16.87
col,1997,16.84
col,1998,14.77
col,1999,12.62
col,2000,32.37
col,2001,6.607
col,2002,5.833
col,2003,6.685
col,2004,6.978
col,2005,5.558
col,2006,5.775
col,2007,5.04
col,2008,7.769
col,2009,3.998
col,2010,3.667
col,2011,5.471
com,1981,14.57
com,1982,6.529
com,1983,15.21
com,1984,6.16
com,1985,7.071
com,1986,7.393
com,1987,3.223
com,1988,1.937
com,1989,5.961
com,1990,2.175
com,1991,8.119
com,1992,-6.765
com,1993,2.833
com,1994,9.417
com,1995,8.321
com,1996,3.199
com,1997,0.9238
com,1998,1.346
com,1999,5.812
com,2000,3.426
com,2001,8.631
com,2002,4.171
com,2003,5.125
com,2004,1.771
com,2005,2.3
com,2006,2
com,2007,5.183
com,2008,5.506
com,2009,4.586
com,2010,3.838
com,2011,5.085
cod,1961,6.099
cod,1962,21.24
cod,1963,87.85
cod,1964,3.548
cod,1965,38.95
cod,1966,4.974
cod,1967,58.57
cod,1968,59.88
cod,1969,17.73
cod,1970,-2.837
cod,1971,8.204
cod,1972,10.18
cod,1973,17.89
cod,1974,18.24
cod,1975,12.27
cod,1976,57.4
cod,1977,37.27
cod,1978,28.41
cod,1979,101.8
cod,1980,51.41
cod,1981,33.23
cod,1982,43.49
cod,1983,78.22
cod,1984,89.6
cod,1985,25.81
cod,1986,28.45
cod,1987,73.77
cod,1988,91.59
cod,1989,110.3
cod,1990,109
cod,1991,2202
cod,1992,4078
cod,1993,1662
cod,1994,26760
cod,1995,466.4
cod,1996,638.2
cod,1997,192.6
cod,1998,26.94
cod,1999,441.9
cod,2000,515.8
cod,2001,383.9
cod,2002,31.99
cod,2003,13.04
cod,2004,6.118
cod,2005,21.55
cod,2006,14.84
cod,2007,17.86
cod,2008,18.87
cod,2009,35.11
cod,2010,22.13
cod,2011,13.31
cog,1961,6.294
cog,1962,4.254
cog,1963,7.774
cog,1964,3.856
cog,1965,3.025
cog,1966,10.03
cog,1967,5.516
cog,1968,-1.045
cog,1969,2.997
cog,1970,3.71
cog,1971,8.313
cog,1972,7.428
cog,1973,7.839
cog,1974,8.114
cog,1975,8.305
cog,1976,8.676
cog,1977,14.52
cog,1978,-0.8283
cog,1979,17.1
cog,1980,20.14
cog,1981,27.79
cog,1982,6.045
cog,1983,6.338
cog,1984,12.11
cog,1985,2.499
cog,1986,-29.17
cog,1987,7.627
cog,1988,-6.226
cog,1989,12.74
cog,1990,-1.029
cog,1991,-1.485
cog,1992,-1.558
cog,1993,-1.111
cog,1994,36.76
cog,1995,3.381
cog,1996,17.98
cog,1997,4.938
cog,1998,-18.19
cog,1999,29.38
cog,2000,47.01
cog,2001,-13.92
cog,2002,-1.756
cog,2003,-4.239
cog,2004,16.78
cog,2005,21.28
cog,2006,18.63
cog,2007,1.13
cog,2008,25.03
cog,2009,-20.63
cog,2010,20.72
cog,2011,12.02
cri,1961,3.394
cri,1962,0.5875
cri,1963,1.951
cri,1964,1.77
cri,1965,-0.8674
cri,1966,1.196
cri,1967,2.278
cri,1968,2.076
cri,1969,4.483
cri,1970,7.317
cri,1971,2.444
cri,1972,6.413
cri,1973,14.84
cri,1974,23.21
cri,1975,24.54
cri,1976,16.6
cri,1977,16.94
cri,1978,7.908
cri,1979,9.15
cri,1980,18.83
cri,1981,41.1
cri,1982,84.17
cri,1983,62.93
cri,1984,17.88
cri,1985,17.18
cri,1986,19.29
cri,1987,12.23
cri,1988,20.73
cri,1989,15.34
cri,1990,17.11
cri,1991,26.15
cri,1992,20.48
cri,1993,10.62
cri,1994,15.55
cri,1995,22.19
cri,1996,15.8
cri,1997,14.89
cri,1998,12.08
cri,1999,15.02
cri,2000,6.977
cri,2001,8.6
cri,2002,9.182
cri,2003,8.288
cri,2004,11.85
cri,2005,10.62
cri,2006,11
cri,2007,9.384
cri,2008,12.41
cri,2009,8.37
cri,2010,8.003
cri,2011,4.529
civ,1961,2.99
civ,1962,3.005
civ,1963,3.014
civ,1964,2.906
civ,1965,3.079
civ,1966,0.0416
civ,1967,1.228
civ,1968,5.794
civ,1969,1.854
civ,1970,2.991
civ,1971,-0.9411
civ,1972,2.512
civ,1973,13.23
civ,1974,26.69
civ,1975,4.314
civ,1976,18.22
civ,1977,28.75
civ,1978,4.433
civ,1979,6.541
civ,1980,24.14
civ,1981,2.977
civ,1982,8.301
civ,1983,9.047
civ,1984,17.91
civ,1985,0.3437
civ,1986,-2.02
civ,1987,-4.075
civ,1988,-0.3809
civ,1989,-1.012
civ,1990,-4.523
civ,1991,0.6635
civ,1992,-0.02384
civ,1993,6.154
civ,1994,46.39
civ,1995,11.04
civ,1996,4.983
civ,1997,4.218
civ,1998,5.219
civ,1999,0.9172
civ,2000,-0.3793
civ,2001,4.248
civ,2002,5.073
civ,2003,1.303
civ,2004,0.6272
civ,2005,4.227
civ,2006,4.499
civ,2007,2.712
civ,2008,7.999
civ,2009,-0.03176
civ,2010,1.893
civ,2011,5.006
hrv,1991,99.3
hrv,1992,594.8
hrv,1993,1467
hrv,1994,111.8
hrv,1995,23.54
hrv,1996,3.847
hrv,1997,7.135
hrv,1998,8.204
hrv,1999,3.813
hrv,2000,4.605
hrv,2001,4.148
hrv,2002,3.534
hrv,2003,4.055
hrv,2004,3.794
hrv,2005,3.346
hrv,2006,4.014
hrv,2007,4.1
hrv,2008,6.089
hrv,2009,3.344
hrv,2010,1.017
hrv,2011,2.026
cub,1971,11.86
cub,1972,6.959
cub,1973,3.252
cub,1974,11.86
cub,1975,4.329
cub,1976,0.5232
cub,1977,-4.194
cub,1978,9.321
cub,1979,2.928
cub,1980,5.395
cub,1981,-2.537
cub,1982,-2.228
cub,1983,1.597
cub,1984,2.584
cub,1985,-2.158
cub,1986,-3.914
cub,1987,0.6105
cub,1988,1.233
cub,1989,0.6248
cub,1990,5.261
cub,1991,-7.388
cub,1992,3.746
cub,1993,18.98
cub,1994,26.28
cub,1995,10.51
cub,1996,-2.672
cub,1997,-1.353
cub,1998,1.302
cub,1999,3.788
cub,2000,1.737
cub,2001,0.4612
cub,2002,4.526
cub,2003,2.976
cub,2004,0.6043
cub,2005,0.3814
cub,2006,10.36
cub,2007,3.59
cub,2008,-0.344
cub,2009,0.9585
cub,2010,1.032
cyp,1976,8.029
cyp,1977,8.897
cyp,1978,11.07
cyp,1979,13.14
cyp,1980,14.15
cyp,1981,12.39
cyp,1982,10.35
cyp,1983,5.045
cyp,1984,8.182
cyp,1985,5.668
cyp,1986,4.151
cyp,1987,3.862
cyp,1988,3.194
cyp,1989,4.752
cyp,1990,5.433
cyp,1991,3.888
cyp,1992,6.041
cyp,1993,4.803
cyp,1994,5.271
cyp,1995,8.043
cyp,1996,2.29
cyp,1997,2.438
cyp,1998,2.94
cyp,1999,2.349
cyp,2000,3.819
cyp,2001,3.374
cyp,2002,1.194
cyp,2003,5.085
cyp,2004,3.227
cyp,2005,2.388
cyp,2006,2.979
cyp,2007,4.634
cyp,2008,5.057
cyp,2009,-0.3116
cyp,2010,1.901
cyp,2011,1.217
cze,1991,36.19
cze,1992,12.36
cze,1993,21.01
cze,1994,13.41
cze,1995,10.22
cze,1996,9.872
cze,1997,7.922
cze,1998,9.631
cze,1999,2.52
cze,2000,1.372
cze,2001,4.639
cze,2002,2.653
cze,2003,0.8963
cze,2004,4.034
cze,2005,-0.3488
cze,2006,0.5333
cze,2007,3.32
cze,2008,1.916
cze,2009,1.95
cze,2010,-1.729
cze,2011,-0.7401
dnk,1961,4.307
dnk,1962,6.636
dnk,1963,5.773
dnk,1964,4.611
dnk,1965,7.436
dnk,1966,6.833
dnk,1967,6.25
dnk,1968,6.999
dnk,1969,6.974
dnk,1970,8.339
dnk,1971,7.286
dnk,1972,9.599
dnk,1973,11.27
dnk,1974,13.05
dnk,1975,13.32
dnk,1976,9.383
dnk,1977,8.928
dnk,1978,9.014
dnk,1979,7.044
dnk,1980,8.505
dnk,1981,10.45
dnk,1982,10.1
dnk,1983,7.403
dnk,1984,5.983
dnk,1985,4.303
dnk,1986,2.666
dnk,1987,4.796
dnk,1988,3.933
dnk,1989,4.953
dnk,1990,2.834
dnk,1991,2.675
dnk,1992,1.678
dnk,1993,0.6653
dnk,1994,1.533
dnk,1995,1.257
dnk,1996,2.007
dnk,1997,1.988
dnk,1998,1.187
dnk,1999,1.681
dnk,2000,2.999
dnk,2001,2.496
dnk,2002,2.303
dnk,2003,1.646
dnk,2004,2.326
dnk,2005,2.878
dnk,2006,2.125
dnk,2007,2.279
dnk,2008,4.232
dnk,2009,1.027
dnk,2010,3.859
dnk,2011,0.8085
dji,1991,6.8
dji,1992,3.4
dji,1993,4.4
dji,1994,6.5
dji,1995,4.886
dji,1996,3.513
dji,1997,2.52
dji,1998,2.205
dji,1999,2.018
dji,2000,2.4
dji,2001,1.76
dji,2002,0.6325
dji,2003,1.968
dji,2004,3.132
dji,2005,3.152
dji,2006,3.501
dji,2007,4.929
dji,2008,9.524
dji,2009,1.686
dma,1978,11.11
dma,1979,20.24
dma,1980,16.77
dma,1981,-0.03525
dma,1982,4.489
dma,1983,8.021
dma,1984,6.628
dma,1985,8.333
dma,1986,6.168
dma,1987,4.853
dma,1988,4.815
dma,1989,6.943
dma,1990,3.028
dma,1991,7.831
dma,1992,4.143
dma,1993,2.788
dma,1994,5.988
dma,1995,1.968
dma,1996,2.822
dma,1997,2.422
dma,1998,0.1643
dma,1999,2.895
dma,2000,25.61
dma,2001,2.587
dma,2002,0.6795
dma,2003,-3.203
dma,2004,4.127
dma,2005,-0.8289
dma,2006,2.356
dma,2007,3.549
dma,2008,1.107
dma,2009,4.906
dma,2010,-2.281
dma,2011,1.133
dom,1961,-0.418
dom,1962,7.64
dom,1963,7.19
dom,1964,2.106
dom,1965,-1.057
dom,1966,-2.359
dom,1967,1.786
dom,1968,4.033
dom,1969,2.83
dom,1970,2.105
dom,1971,1.185
dom,1972,8.028
dom,1973,4.507
dom,1974,17.71
dom,1975,16.95
dom,1976,2.862
dom,1977,10.58
dom,1978,1.902
dom,1979,10.18
dom,1980,11.69
dom,1981,5.093
dom,1982,7.761
dom,1983,3.473
dom,1984,18.33
dom,1985,55.29
dom,1986,9.387
dom,1987,14.42
dom,1988,43.54
dom,1989,23.61
dom,1990,50.46
dom,1991,102.8
dom,1992,5.617
dom,1993,5.009
dom,1994,10.18
dom,1995,9.404
dom,1996,3.432
dom,1997,8.661
dom,1998,6
dom,1999,3.48
dom,2000,6.914
dom,2001,5.108
dom,2002,5.472
dom,2003,33.63
dom,2004,45.19
dom,2005,2.695
dom,2006,5.4
dom,2007,5.701
dom,2008,9.768
dom,2009,2.953
dom,2010,5.142
dom,2011,6.65
ecu,1961,4.981
ecu,1962,2.149
ecu,1963,4.282
ecu,1964,3.273
ecu,1965,3.753
ecu,1966,7.857
ecu,1967,2.298
ecu,1968,4.359
ecu,1969,5.791
ecu,1970,-10.5
ecu,1971,-9.154
ecu,1972,14.03
ecu,1973,15.61
ecu,1974,39.73
ecu,1975,9.31
ecu,1976,13.58
ecu,1977,19.02
ecu,1978,5.162
ecu,1979,17.16
ecu,1980,18.83
ecu,1981,13.6
ecu,1982,-5.044
ecu,1983,-13
ecu,1984,-1.989
ecu,1985,1.042
ecu,1986,-16.33
ecu,1987,-9.807
ecu,1988,-7.73
ecu,1989,3.701
ecu,1990,5.856
ecu,1991,4.173
ecu,1992,4.138
ecu,1993,25.19
ecu,1994,17.82
ecu,1995,6.865
ecu,1996,2.839
ecu,1997,6.805
ecu,1998,-3.648
ecu,1999,-23.48
ecu,2000,-7.044
ecu,2001,26.61
ecu,2002,10.66
ecu,2003,11.29
ecu,2004,5.594
ecu,2005,7.015
ecu,2006,7.771
ecu,2007,6.929
ecu,2008,11.09
ecu,2009,-4.38
ecu,2010,7.596
ecu,2011,10.27
egy,1961,0.1722
egy,1962,0.4038
egy,1963,2.433
egy,1964,6.278
egy,1965,3.052
egy,1966,4.608
egy,1967,1.35
egy,1968,0.893
egy,1969,1.471
egy,1970,2.2
egy,1971,2.449
egy,1972,2.511
egy,1973,11.5
egy,1974,11.23
egy,1975,10.39
egy,1976,12.47
egy,1977,9.926
egy,1978,10.98
egy,1979,22.32
egy,1980,18.03
egy,1981,1.188
egy,1982,9.167
egy,1983,8.293
egy,1984,11.16
egy,1985,9.038
egy,1986,12.78
egy,1987,31.14
egy,1988,13.65
egy,1989,18.54
egy,1990,18.44
egy,1991,14.48
egy,1992,19.73
egy,1993,8.429
egy,1994,8.449
egy,1995,11.4
egy,1996,7.108
egy,1997,9.878
egy,1998,3.892
egy,1999,0.87
egy,2000,4.933
egy,2001,1.868
egy,2002,3.185
egy,2003,6.777
egy,2004,11.67
egy,2005,6.213
egy,2006,7.36
egy,2007,12.6
egy,2008,12.2
egy,2009,11.17
egy,2010,10.11
egy,2011,11.2
slv,1961,-1.766
slv,1962,-0.8716
slv,1963,1.314
slv,1964,0.82
slv,1965,1.284
slv,1966,-1.175
slv,1967,-0.3935
slv,1968,0.1948
slv,1969,0.4254
slv,1970,4.838
slv,1971,0.8065
slv,1972,0.4003
slv,1973,8.841
slv,1974,9.649
slv,1975,9.888
slv,1976,17.63
slv,1977,18.32
slv,1978,0.96
slv,1979,15.56
slv,1980,16.95
slv,1981,7.397
slv,1982,5.55
slv,1983,1.593
slv,1984,3.052
slv,1985,3.151
slv,1986,-0.9429
slv,1987,2.369
slv,1988,3.906
slv,1989,3.357
slv,1990,4.744
slv,1991,6.806
slv,1992,4.254
slv,1993,8.516
slv,1994,9.892
slv,1995,10.44
slv,1996,6.758
slv,1997,3.545
slv,1998,3.949
slv,1999,0.3388
slv,2000,3.15
slv,2001,3.399
slv,2002,1.208
slv,2003,2.808
slv,2004,3.087
slv,2005,4.478
slv,2006,4.437
slv,2007,4.371
slv,2008,5.255
slv,2009,-0.4748
slv,2010,2.315
slv,2011,6.03
gnq,1986,-1.981
gnq,1987,0.6376
gnq,1988,2.581
gnq,1989,-4.517
gnq,1990,-2.496
gnq,1991,3.587
gnq,1992,0.06935
gnq,1993,-0.6992
gnq,1994,54.18
gnq,1995,2.607
gnq,1996,25.38
gnq,1997,28.05
gnq,1998,-24.08
gnq,1999,41.16
gnq,2000,46.56
gnq,2001,-11.97
gnq,2002,-1.583
gnq,2003,0.6356
gnq,2004,16.92
gnq,2005,42.64
gnq,2006,14.41
gnq,2007,-1.17
gnq,2008,23.69
gnq,2009,-33.79
gnq,2010,25.28
gnq,2011,21.41
eri,1993,-1.383
eri,1994,10.43
eri,1995,9.81
eri,1996,9.075
eri,1997,3.897
eri,1998,9.109
eri,1999,2.319
eri,2000,24.98
eri,2001,5.171
eri,2002,17.71
eri,2003,31.58
eri,2004,24.79
eri,2005,7.63
eri,2006,11.39
eri,2007,7.287
eri,2008,16.09
eri,2009,29.51
eri,2010,11.56
eri,2011,13.35
est,1996,24.14
est,1997,10.24
est,1998,5.15
est,1999,6.771
est,2000,4.793
est,2001,6.478
est,2002,4.686
est,2003,4.042
est,2004,4.458
est,2005,6.061
est,2006,8.773
est,2007,11.64
est,2008,5.327
est,2009,-1.002
est,2010,1.077
est,2011,3.737
eth,1982,4.271
eth,1983,2.704
eth,1984,-2.734
eth,1985,31.79
eth,1986,-5.273
eth,1987,-6.121
eth,1988,3.106
eth,1989,5.585
eth,1990,3.272
eth,1991,19.08
eth,1992,15.53
eth,1993,13.38
eth,1994,2.931
eth,1995,12.71
eth,1996,0.239
eth,1997,4.521
eth,1998,-0.4374
eth,1999,0.6628
eth,2000,6.879
eth,2001,-5.755
eth,2002,-3.621
eth,2003,12.77
eth,2004,3.912
eth,2005,9.875
eth,2006,11.55
eth,2007,17.22
eth,2008,30.31
eth,2009,24.15
eth,2010,3.856
eth,2011,24.4
fji,1961,0.609
fji,1962,1.403
fji,1963,-0.9693
fji,1964,3.141
fji,1965,7.951
fji,1966,2.483
fji,1967,-3.598
fji,1968,3.291
fji,1969,6.494
fji,1970,6.831
fji,1971,3.359
fji,1972,14.73
fji,1973,16
fji,1974,29.65
fji,1975,24.32
fji,1976,7.911
fji,1977,-0.03203
fji,1978,4.432
fji,1979,8.141
fji,1980,17.31
fji,1981,0.9782
fji,1982,12.11
fji,1983,6.826
fji,1984,3.007
fji,1985,8.223
fji,1986,3.043
fji,1987,7.34
fji,1988,7.328
fji,1989,2.848
fji,1990,6.679
fji,1991,5.993
fji,1992,6.265
fji,1993,7.237
fji,1994,0.8416
fji,1995,1.157
fji,1996,2.896
fji,1997,3.451
fji,1998,7.488
fji,1999,6.811
fji,2000,-4.667
fji,2001,3.361
fji,2002,3.319
fji,2003,7.874
fji,2004,2.239
fji,2005,6.818
fji,2006,3.734
fji,2007,2.955
fji,2008,3.294
fji,2009,-0.2298
fji,2010,8.21
fji,2011,10.12
fin,1961,5.342
fin,1962,3.974
fin,1963,5.147
fin,1964,7.176
fin,1965,5.023
fin,1966,4.724
fin,1967,7.362
fin,1968,12.06
fin,1969,4.15
fin,1970,5.796
fin,1971,7.364
fin,1972,8.244
fin,1973,13.77
fin,1974,22.07
fin,1975,13.57
fin,1976,13.12
fin,1977,9.419
fin,1978,7.454
fin,1979,8.305
fin,1980,9.636
fin,1981,11.59
fin,1982,9.2
fin,1983,8.095
fin,1984,8.462
fin,1985,5.311
fin,1986,4.819
fin,1987,4.324
fin,1988,7.647
fin,1989,6.385
fin,1990,5.429
fin,1991,1.501
fin,1992,0.9189
fin,1993,1.924
fin,1994,1.637
fin,1995,4.523
fin,1996,-0.3638
fin,1997,1.992
fin,1998,3.412
fin,1999,0.9338
fin,2000,2.61
fin,2001,3.013
fin,2002,1.271
fin,2003,-0.6864
fin,2004,0.4831
fin,2005,0.4613
fin,2006,0.8471
fin,2007,2.99
fin,2008,2.945
fin,2009,1.387
fin,2010,0.4277
fin,2011,3.635
fra,1961,3.397
fra,1962,4.673
fra,1963,6.414
fra,1964,4.147
fra,1965,2.735
fra,1966,2.894
fra,1967,3.182
fra,1968,4.249
fra,1969,6.573
fra,1970,5.236
fra,1971,5.875
fra,1972,6.909
fra,1973,7.734
fra,1974,11.34
fra,1975,13.64
fra,1976,10.82
fra,1977,8.843
fra,1978,9.235
fra,1979,10.26
fra,1980,11.5
fra,1981,11.66
fra,1982,12.1
fra,1983,9.724
fra,1984,7.094
fra,1985,5.414
fra,1986,5.21
fra,1987,2.563
fra,1988,3.275
fra,1989,3.399
fra,1990,2.756
fra,1991,2.651
fra,1992,1.93
fra,1993,1.748
fra,1994,1.125
fra,1995,1.235
fra,1996,1.461
fra,1997,0.9135
fra,1998,1.035
fra,1999,0.1767
fra,2000,1.573
fra,2001,2.014
fra,2002,2.218
fra,2003,1.997
fra,2004,1.674
fra,2005,1.912
fra,2006,2.141
fra,2007,2.587
fra,2008,2.542
fra,2009,0.716
fra,2010,1.05
fra,2011,1.342
pyf,1966,11.49
pyf,1967,7.567
pyf,1968,2.209
pyf,1969,1.179
pyf,1970,10.02
pyf,1971,4.031
pyf,1972,5.014
pyf,1973,8.38
pyf,1974,17.85
pyf,1975,16.38
pyf,1976,9.307
pyf,1977,9.1
pyf,1978,5.96
pyf,1979,9.602
pyf,1980,10.81
pyf,1981,11.38
pyf,1982,10.52
pyf,1983,14.25
pyf,1984,12.3
pyf,1985,6.607
pyf,1986,8.589
pyf,1987,-10.47
pyf,1988,2.276
pyf,1989,2.01
pyf,1990,0.7644
pyf,1991,1.45
pyf,1992,1.272
pyf,1993,2.003
pyf,1994,0.8673
pyf,1995,1.142
pyf,1996,1.468
pyf,1997,0.984
pyf,1998,0.7259
pyf,1999,0.9306
pyf,2000,0.9615
gab,1961,3.278
gab,1962,1.381
gab,1963,-20.34
gab,1964,33.54
gab,1965,-3.059
gab,1966,4.134
gab,1967,6.225
gab,1968,6.461
gab,1969,4.959
gab,1970,-0.4202
gab,1971,6.504
gab,1972,-7.277
gab,1973,34.76
gab,1974,65.41
gab,1975,4.372
gab,1976,14.66
gab,1977,9.796
gab,1978,2.859
gab,1979,18.98
gab,1980,36.78
gab,1981,10.44
gab,1982,16.9
gab,1983,2.925
gab,1984,12.01
gab,1985,-1.276
gab,1986,-20.81
gab,1987,0.9933
gab,1988,2.615
gab,1989,7.728
gab,1990,15.36
gab,1991,-11.37
gab,1992,0.2139
gab,1993,-0.5095
gab,1994,46.55
gab,1995,1.339
gab,1996,13.56
gab,1997,0.9465
gab,1998,-17.79
gab,1999,19.19
gab,2000,28.09
gab,2001,-6.253
gab,2002,-0.24
gab,2003,-0.09021
gab,2004,6.326
gab,2005,17
gab,2006,7.927
gab,2007,5.254
gab,2008,14.67
gab,2009,-19.43
gab,2010,18.64
gab,2011,17.42
gmb,1967,8.55
gmb,1968,-8.686
gmb,1969,7.128
gmb,1970,9.069
gmb,1971,5.163
gmb,1972,3.157
gmb,1973,-1.046
gmb,1974,20.94
gmb,1975,13.05
gmb,1976,11.69
gmb,1977,22.6
gmb,1978,6.46
gmb,1979,10.6
gmb,1980,-0.1776
gmb,1981,1.564
gmb,1982,14.49
gmb,1983,2.683
gmb,1984,9.002
gmb,1985,39.42
gmb,1986,40.52
gmb,1987,18.5
gmb,1988,9.706
gmb,1989,13.74
gmb,1990,11.96
gmb,1991,134
gmb,1992,1.95
gmb,1993,5.142
gmb,1994,3.777
gmb,1995,3.963
gmb,1996,8.369
gmb,1997,-5.969
gmb,1998,5.412
gmb,1999,-2.435
gmb,2000,2.217
gmb,2001,1.805
gmb,2002,10.39
gmb,2003,12.89
gmb,2004,16.85
gmb,2005,4.304
gmb,2006,-0.3252
gmb,2007,4.399
gmb,2008,4.473
gmb,2009,6.687
gmb,2010,5.871
gmb,2011,5.837
geo,1966,-1.815
geo,1967,1.357
geo,1968,0.6487
geo,1969,3.14
geo,1970,-0.06054
geo,1971,3.067
geo,1972,-1.305
geo,1973,0.3674
geo,1974,0.9123
geo,1975,0.6596
geo,1976,0.4553
geo,1977,1.363
geo,1978,0.573
geo,1979,2.767
geo,1980,1.001
geo,1981,3.678
geo,1982,3.458
geo,1983,-2.795
geo,1984,1.267
geo,1985,-4.505
geo,1986,6.119
geo,1987,2.332
geo,1988,-2.265
geo,1989,5.403
geo,1990,22.43
geo,1991,62.13
geo,1992,1314
geo,1993,15440
geo,1994,6042
geo,1995,162.7
geo,1996,43.03
geo,1997,6.538
geo,1998,6.936
geo,1999,9.727
geo,2000,4.68
geo,2001,5.377
geo,2002,5.92
geo,2003,3.425
geo,2004,8.368
geo,2005,7.927
geo,2006,8.485
geo,2007,9.693
geo,2008,9.707
geo,2009,-2.008
geo,2010,8.543
geo,2011,9.21
deu,1971,7.621
deu,1972,4.532
deu,1973,6.3
deu,1974,7.275
deu,1975,5.667
deu,1976,3.306
deu,1977,3.101
deu,1978,3.546
deu,1979,4.278
deu,1980,5.451
deu,1981,4.175
deu,1982,4.581
deu,1983,2.808
deu,1984,1.989
deu,1985,2.125
deu,1986,3
deu,1987,1.28
deu,1988,1.69
deu,1989,2.879
deu,1990,3.397
deu,1991,3.085
deu,1992,5.4
deu,1993,3.984
deu,1994,2.493
deu,1995,2.009
deu,1996,0.6378
deu,1997,0.2635
deu,1998,0.5898
deu,1999,0.192
deu,2000,-0.6723
